uid,formula,charge,n_c,computed_cm,scaled_cm,predicted_svr_cm,intensity_km_mol,family
143,C48H22,0,48,6.5827,6.3325574,13.7508547904554,0.0009,low / skeletal
143,C48H22,0,48,32.7255,31.481931,38.5895484546713,0.0765,low / skeletal
143,C48H22,0,48,52.4828,50.4884536,57.4166695339791,0.5982,low / skeletal
143,C48H22,0,48,77.7935,74.837347,81.4547838054282,0.9062,low / skeletal
143,C48H22,0,48,113.9439,109.6140318,116.080958726836,0.044,low / skeletal
143,C48H22,0,48,135.1479,130.0122798,136.730881115532,0.3391,low / skeletal
143,C48H22,0,48,141.0552,135.6951024,142.168517891895,0.8835,low / skeletal
143,C48H22,0,48,163.8543,157.6278366,164.080827426955,0.0981,low / skeletal
143,C48H22,0,48,189.9456,182.7276672,188.756153667101,0.0719,low / skeletal
143,C48H22,0,48,218.1586,209.8685732,216.491599252159,0.0023,low / skeletal
143,C48H22,0,48,250.7805,241.250841,247.370002604575,0.2651,low / skeletal
143,C48H22,0,48,251.7325,242.166665,247.844042584675,0.9805,low / skeletal
143,C48H22,0,48,295.9445,284.698609,290.269564399841,0.6965,low / skeletal
143,C48H22,0,48,306.2015,294.565843,300.599855190942,0.1218,low / skeletal
143,C48H22,0,48,308.6476,296.9189912,302.686614472889,0.1607,low / skeletal
143,C48H22,0,48,308.9202,297.1812324,302.817971022409,0.0035,low / skeletal
143,C48H22,0,48,321.8925,309.660585,315.3014626984,0.0709,low / skeletal
143,C48H22,0,48,371.5592,357.4399504,362.949504887574,0.1171,low / skeletal
143,C48H22,0,48,373.6173,359.4198426,364.550850806569,0.9347,low / skeletal
143,C48H22,0,48,389.5174,374.7157388,379.995876661138,0.0417,low / skeletal
143,C48H22,0,48,392.1788,377.2760056,382.915327217492,0.0137,low / skeletal
143,C48H22,0,48,430.5984,414.2356608,419.570024957254,0.099,low / skeletal
143,C48H22,0,48,448.8218,431.7665716,436.139271695188,1.1447,low / skeletal
143,C48H22,0,48,473.6604,455.6613048,460.657998759071,0.0439,low / skeletal
143,C48H22,0,48,476.5664,458.4568768,462.56501268447,5.22,low / skeletal
143,C48H22,0,48,491.2484,472.5809608,476.94296092884,1.1358,low / skeletal
143,C48H22,0,48,508.8976,489.5594912,494.35217716478,0.7278,low / skeletal
143,C48H22,0,48,520.3239,500.5515918,505.249649284582,0.0466,low / skeletal
143,C48H22,0,48,540.1948,519.6673976,524.5904367922,0.2491,low / skeletal
143,C48H22,0,48,547.1224,526.3317488,530.888475884043,9.9646,low / skeletal
143,C48H22,0,48,563.6127,542.1954174,546.048682686257,0.9412,low / skeletal
143,C48H22,0,48,573.281,551.496322,555.819746843764,0.9562,low / skeletal
143,C48H22,0,48,580.8868,558.8131016,562.592428936939,0.0958,low / skeletal
143,C48H22,0,48,593.5332,570.9789384,575.679982208728,1.905,low / skeletal
143,C48H22,0,48,603.8306,580.8850372,584.418583616656,2.9195,low / skeletal
143,C48H22,0,48,608.4971,585.3742102,589.331743004063,3.0847,low / skeletal
143,C48H22,0,48,646.2623,621.7043326,626.146700223015,0.2877,low / skeletal
143,C48H22,0,48,648.7663,624.1131806,628.25478852426,0.1233,low / skeletal
143,C48H22,0,48,659.2157,634.1655034,637.967457778303,12.3175,low / skeletal
143,C48H22,0,48,665.0444,639.7727128,643.717158906753,3.9553,low / skeletal
143,C48H22,0,48,666.7623,641.4253326,644.715663355649,1.0005,low / skeletal
143,C48H22,0,48,682.5289,656.5928018,659.725105464372,0.0808,CH-oop
143,C48H22,0,48,688.2437,662.0904394,665.790498075432,3.1595,CH-oop
143,C48H22,0,48,696.107,669.654934,673.541446092541,3.3397,CH-oop
143,C48H22,0,48,702.6662,675.9648844,679.778767069852,0.6639,CH-oop
143,C48H22,0,48,723.3638,695.8759756,699.646930634099,0.0256,CH-oop
143,C48H22,0,48,734.2245,706.323969,709.968492767134,0.0003,CH-oop
143,C48H22,0,48,738.097,710.049314,712.835467987918,0.5886,CH-oop
143,C48H22,0,48,769.1082,739.8820884,742.334804329871,1.3457,CH-oop
143,C48H22,0,48,782.8296,753.0820752,756.133254792707,0.8401,CH-oop
143,C48H22,0,48,784.5208,754.7090096,750.776662211176,168.4818,CH-oop
143,C48H22,0,48,790.5473,760.5065026,762.682956136157,0.3174,CH-oop
143,C48H22,0,48,796.8121,766.5332402,766.840883578935,53.3405,CH-oop
143,C48H22,0,48,815.9706,784.9637172,788.221454701057,1.0258,CH-oop
143,C48H22,0,48,821.3053,790.0956986,793.274859736329,0.0821,CH-oop
143,C48H22,0,48,833.1029,801.4449898,800.85976362447,69.944,CH-oop
143,C48H22,0,48,835.8703,804.1072286,807.241930445123,0.2113,CH-oop
143,C48H22,0,48,848.2758,816.0413196,818.957303806581,3.9441,CH-oop
143,C48H22,0,48,857.805,825.20841,827.191788614939,0.3017,CH-oop
143,C48H22,0,48,886.503,852.815886,853.78364970131,21.4063,CH-oop
143,C48H22,0,48,895.6737,861.6380994,863.202523240976,1.378,CH-oop
143,C48H22,0,48,898.0326,863.9073612,866.761979748606,0.4122,CH-oop
143,C48H22,0,48,925.6929,890.5165698,891.90931993998,0.1025,CH-oop
143,C48H22,0,48,927.6723,892.4207526,895.040505911125,0.0307,CH-oop
143,C48H22,0,48,933.4662,897.9944844,900.660087344247,0.0015,CH-oop
143,C48H22,0,48,967.8794,931.0999828,933.589549106308,0.011,CH-oop
143,C48H22,0,48,976.1201,939.0275362,940.128062674767,0.0045,CH-oop
143,C48H22,0,48,979.5452,942.3224824,943.272519865724,3.4839,CH-oop
143,C48H22,0,48,1011.5974,973.1566988,974.027870642242,0.7822,ring / CH-ip
143,C48H22,0,48,1026.2172,987.2209464,988.033764415594,0.0073,ring / CH-ip
143,C48H22,0,48,1039.9112,1000.3945744,1002.73439006898,1.925,ring / CH-ip
143,C48H22,0,48,1044.0241,1004.3511842,1006.6481138168,0.0826,ring / CH-ip
143,C48H22,0,48,1057.0801,1016.9110562,1019.25531295026,0.6301,ring / CH-ip
143,C48H22,0,48,1078.4991,1037.5161342,1038.78080031489,2.7951,ring / CH-ip
143,C48H22,0,48,1092.2211,1050.7166982,1051.52158964938,0.6411,ring / CH-ip
143,C48H22,0,48,1106.0477,1064.0178874,1064.77701793204,0.7626,ring / CH-ip
143,C48H22,0,48,1108.8436,1066.7075432,1067.37579687663,4.1762,ring / CH-ip
143,C48H22,0,48,1109.4982,1067.3372684,1067.73118959794,5.6567,ring / CH-ip
143,C48H22,0,48,1112.2546,1069.9889252,1070.63953471379,2.6764,ring / CH-ip
143,C48H22,0,48,1149.0717,1105.4069754,1105.85819903839,2.7016,CH-ip-bend
143,C48H22,0,48,1156.9854,1113.0199548,1113.52672670891,0.0416,CH-ip-bend
143,C48H22,0,48,1163.7916,1119.5675192,1119.77260469361,0.1429,CH-ip-bend
143,C48H22,0,48,1164.9575,1120.689115,1120.81330846983,1.3349,CH-ip-bend
143,C48H22,0,48,1176.3853,1131.6826586,1131.95976051959,2.5534,CH-ip-bend
143,C48H22,0,48,1176.9003,1132.1780886,1132.81457622796,0.9577,CH-ip-bend
143,C48H22,0,48,1190.8491,1145.5968342,1145.76222891653,0.4012,CH-ip-bend
143,C48H22,0,48,1233.9708,1187.0799096,1186.73045697938,0.8265,CH-ip-bend
143,C48H22,0,48,1235.7339,1188.7760118,1188.40793294458,0.2265,CH-ip-bend
143,C48H22,0,48,1240.2923,1193.1611926,1192.7380721043,0.2147,CH-ip-bend
143,C48H22,0,48,1245.1244,1197.8096728,1197.26898988818,3.2899,CH-ip-bend
143,C48H22,0,48,1246.1609,1198.8067858,1198.30302742885,1.5701,CH-ip-bend
143,C48H22,0,48,1257.9412,1210.1394344,1209.77112996232,2.1819,CH-ip-bend
143,C48H22,0,48,1261.3925,1213.459585,1213.54564333139,0.006,CH-ip-bend
143,C48H22,0,48,1276.6449,1228.1323938,1227.60162151076,0.1153,CH-ip-bend
143,C48H22,0,48,1286.9147,1238.0119414,1237.4636433352,0.0856,CH-ip-bend
143,C48H22,0,48,1299.6419,1250.2555078,1249.85090960721,0.2334,CH-ip-bend
143,C48H22,0,48,1303.7526,1254.2100012,1253.88734205405,1.1056,CC-stretch/CH-ip
143,C48H22,0,48,1310.2387,1260.4496294,1260.06219313904,0.7569,CC-stretch/CH-ip
143,C48H22,0,48,1312.564,1262.686568,1262.25676843775,4.9758,CC-stretch/CH-ip
143,C48H22,0,48,1321.9926,1271.7568812,1270.88256587599,6.9506,CC-stretch/CH-ip
143,C48H22,0,48,1335.6676,1284.9122312,1284.42690296727,1.1372,CC-stretch/CH-ip
143,C48H22,0,48,1337.9077,1287.0672074,1286.31304959015,0.3988,CC-stretch/CH-ip
143,C48H22,0,48,1341.8218,1290.8325716,1290.26289403761,1.4663,CC-stretch/CH-ip
143,C48H22,0,48,1348.1264,1296.8975968,1296.61683154905,1.3743,CC-stretch/CH-ip
143,C48H22,0,48,1361.8899,1310.1380838,1310.54543866501,0.7523,CC-stretch/CH-ip
143,C48H22,0,48,1366.0844,1314.1731928,1313.70468639972,0.4493,CC-stretch/CH-ip
143,C48H22,0,48,1371.4411,1319.3263382,1319.00849689034,1.0856,CC-stretch/CH-ip
143,C48H22,0,48,1379.747,1327.316614,1327.22610069904,0.0858,CC-stretch/CH-ip
143,C48H22,0,48,1380.8679,1328.3949198,1328.61980591023,1.5659,CC-stretch/CH-ip
143,C48H22,0,48,1382.0481,1329.5302722,1329.25124787474,0.2621,CC-stretch/CH-ip
143,C48H22,0,48,1389.061,1336.276682,1335.23009772251,2.926,CC-stretch/CH-ip
143,C48H22,0,48,1392.2045,1339.300729,1338.8264125862,2.8499,CC-stretch/CH-ip
143,C48H22,0,48,1399.912,1346.715344,1346.35305263872,1.4068,CC-stretch/CH-ip
143,C48H22,0,48,1407.6234,1354.1337108,1353.88297440028,1.6471,CC-stretch/CH-ip
143,C48H22,0,48,1419.1845,1365.255489,1365.00872864291,0.1663,CC-stretch/CH-ip
143,C48H22,0,48,1425.0562,1370.9040644,1369.6666263314,14.7968,CC-stretch/CH-ip
143,C48H22,0,48,1435.5796,1381.0275752,1380.60668618381,0.6995,CC-stretch/CH-ip
143,C48H22,0,48,1440.7195,1385.972159,1385.14393566594,10.3893,CC-stretch/CH-ip
143,C48H22,0,48,1450.9271,1395.7918702,1394.3853164699,8.2636,CC-stretch/CH-ip
143,C48H22,0,48,1462.4761,1406.9020082,1402.78488180912,76.6627,CC-stretch/CH-ip
143,C48H22,0,48,1471.4856,1415.5691472,1414.3571373561,3.6785,CC-stretch/CH-ip
143,C48H22,0,48,1484.0987,1427.7029494,1426.55185725974,1.069,CC-stretch/CH-ip
143,C48H22,0,48,1502.5171,1445.4214502,1443.53024059946,12.3178,CC-stretch/CH-ip
143,C48H22,0,48,1509.0327,1451.6894574,1450.28094031911,3.3337,CC-stretch/CH-ip
143,C48H22,0,48,1516.012,1458.403544,1456.32217750021,11.5241,CC-stretch/CH-ip
143,C48H22,0,48,1526.8531,1468.8326822,1467.38324086381,1.3253,CC-stretch/CH-ip
143,C48H22,0,48,1530.7929,1472.6227698,1470.79183968069,6.9215,CC-stretch/CH-ip
143,C48H22,0,48,1531.1807,1472.9958334,1471.2905652569,0.3996,CC-stretch/CH-ip
143,C48H22,0,48,1548.2149,1489.3827338,1487.04691185322,16.7544,CC-stretch/CH-ip
143,C48H22,0,48,1548.97,1490.10914,1488.36674313805,0.1441,CC-stretch/CH-ip
143,C48H22,0,48,1557.7312,1498.5374144,1496.82868950947,3.9678,CC-stretch/CH-ip
143,C48H22,0,48,1564.5545,1505.101429,1503.15294700637,7.6831,CC-stretch
143,C48H22,0,48,1584.9603,1524.7318086,1522.28050135099,23.4493,CC-stretch
143,C48H22,0,48,1593.7955,1533.231271,1531.53423141269,0.417,CC-stretch
143,C48H22,0,48,1600.108,1539.303896,1537.18429845028,9.6407,CC-stretch
143,C48H22,0,48,1618.3659,1556.8679958,1555.59702429404,0.8347,CC-stretch
143,C48H22,0,48,1630.7023,1568.7356126,1567.12599913531,0.0022,CC-stretch
143,C48H22,0,48,1632.8451,1570.7969862,1569.44845319282,0.0201,CC-stretch
143,C48H22,0,48,1637.158,1574.945996,1573.9257773247,1.064,CC-stretch
143,C48H22,0,48,1644.9689,1582.4600818,1581.49264441298,1.5903,CC-stretch
143,C48H22,0,48,1645.9538,1583.4075556,1581.92647407224,1.1859,CC-stretch
143,C48H22,0,48,3188.0931,3066.9455622,3055.88239364726,0.0017,CH-stretch
143,C48H22,0,48,3188.1168,3066.9683616,3055.85582442973,1.3527,CH-stretch
143,C48H22,0,48,3188.4034,3067.2440708,3056.12691710117,1.4371,CH-stretch
143,C48H22,0,48,3192.7262,3071.4026044,3059.79914305264,14.1684,CH-stretch
143,C48H22,0,48,3192.9585,3071.626077,3059.20344813251,36.6162,CH-stretch
143,C48H22,0,48,3204.3167,3082.5526654,3070.24402886536,31.8505,CH-stretch
143,C48H22,0,48,3204.4446,3082.6757052,3068.59737046191,80.388,CH-stretch
143,C48H22,0,48,3204.8548,3083.0703176,3071.60606127015,8.6001,CH-stretch
143,C48H22,0,48,3215.9485,3093.742457,3082.4562565523,2.0349,CH-stretch
143,C48H22,0,48,3222.4441,3099.9912242,3088.4391582043,8.4284,CH-stretch
143,C48H22,0,48,3223.0551,3100.5790062,3089.33083455213,0.0029,CH-stretch
143,C48H22,0,48,3225.6345,3103.060389,3090.69627858122,30.2377,CH-stretch
143,C48H22,0,48,3227.6876,3105.0354712,3092.8211137275,25.8391,CH-stretch
143,C48H22,0,48,3229.572,3106.848264,3094.90279987895,18.2141,CH-stretch
143,C48H22,0,48,3230.5027,3107.7435974,3096.37048134602,2.3252,CH-stretch
143,C48H22,0,48,3232.9851,3110.1316662,3098.82511045225,0.1488,CH-stretch
143,C48H22,0,48,3241.54,3118.36148,3106.46099653081,15.0865,CH-stretch
143,C48H22,0,48,3244.4337,3121.1452194,3109.62160322367,4.3463,CH-stretch
143,C48H22,0,48,3245.5131,3122.1836022,3107.99952144682,77.2043,CH-stretch
143,C48H22,0,48,3250.9613,3127.4247706,3113.5381222016,68.2287,CH-stretch
143,C48H22,0,48,3280.2856,3155.6347472,3143.51597206026,15.3112,CH-stretch
143,C48H22,0,48,3280.6889,3156.0227218,3143.53996358782,25.2362,CH-stretch
330,C10H8,0,10,178.1374,171.3681788,177.365212151149,1.9415,low / skeletal
330,C10H8,0,10,376.2778,361.9792436,366.846328214011,1.2505,low / skeletal
330,C10H8,0,10,499.8843,480.8886966,483.940958195511,16.1297,low / skeletal
330,C10H8,0,10,659.6598,634.5927276,638.382104918721,3.1684,low / skeletal
330,C10H8,0,10,822.3094,791.0616428,786.673277025804,111.3094,CH-oop
330,C10H8,0,10,832.0867,800.4674054,803.263306979118,0.2435,CH-oop
330,C10H8,0,10,1004.5559,966.3827758,967.0917390902,4.186,ring / CH-ip
330,C10H8,0,10,1053.6872,1013.6470864,1014.42435080564,4.098,ring / CH-ip
330,C10H8,0,10,1181.0202,1136.1414324,1136.04061323029,3.1808,CH-ip-bend
330,C10H8,0,10,1220.6367,1174.2525054,1173.90998558387,1.2361,CH-ip-bend
330,C10H8,0,10,1261.4896,1213.5529952,1213.16373263033,1.1926,CH-ip-bend
330,C10H8,0,10,1325.4949,1275.1260938,1273.96023543168,8.1864,CC-stretch/CH-ip
330,C10H8,0,10,1417.5433,1363.6766546,1362.83092954038,1.5251,CC-stretch/CH-ip
330,C10H8,0,10,1460.6348,1405.1306776,1403.41666119763,3.1704,CC-stretch/CH-ip
330,C10H8,0,10,1573.6014,1513.8045468,1511.53613839614,9.0886,CC-stretch
330,C10H8,0,10,3177.0681,3056.3395122,3044.80605655337,9.3097,CH-stretch
330,C10H8,0,10,3179.0131,3058.2106022,3047.1249466109,1.2787,CH-stretch
330,C10H8,0,10,3197.0904,3075.6009648,3060.05206987846,78.0755,CH-stretch
330,C10H8,0,10,3211.8507,3089.8003734,3074.55433882543,71.3892,CH-stretch
360,C16H10+,1,16,104.204,100.244248,106.825595912974,1.4622,low / skeletal
360,C16H10+,1,16,205.0858,197.2925396,202.831480886964,13.4108,low / skeletal
360,C16H10+,1,16,364.0077,350.1754074,355.318773050877,0.7293,low / skeletal
360,C16H10+,1,16,484.6949,466.2764938,470.478278329275,0.8096,low / skeletal
360,C16H10+,1,16,520.0235,500.262607,504.492127823332,5.6727,low / skeletal
360,C16H10+,1,16,559.5918,538.3273116,542.938663072677,0.4493,low / skeletal
360,C16H10+,1,16,713.1477,686.0480874,689.570149137545,9.5456,CH-oop
360,C16H10+,1,16,714.5115,687.360063,688.672932751609,49.2051,CH-oop
360,C16H10+,1,16,801.122,770.679364,772.592889649156,4.4614,CH-oop
360,C16H10+,1,16,853.3149,820.8889338,823.37567391415,3.4101,CH-oop
360,C16H10+,1,16,900.8939,866.6599318,864.734811713261,116.7404,CH-oop
360,C16H10+,1,16,1008.2956,969.9803672,971.263097831629,11.9264,ring / CH-ip
360,C16H10+,1,16,1028.6527,989.5638974,991.151331278167,19.4511,ring / CH-ip
360,C16H10+,1,16,1049.9921,1010.0924002,1010.79141918695,0.0305,ring / CH-ip
360,C16H10+,1,16,1145.9041,1102.3597442,1102.32688392633,9.647,CH-ip-bend
360,C16H10+,1,16,1205.7215,1159.904083,1159.77386901993,0.4187,CH-ip-bend
360,C16H10+,1,16,1248.8498,1201.3935076,1200.83485684788,4.0636,CH-ip-bend
360,C16H10+,1,16,1267.0372,1218.8897864,1218.01673347836,18.0162,CH-ip-bend
360,C16H10+,1,16,1304.8522,1255.2678164,1252.10425842635,85.2931,CC-stretch/CH-ip
360,C16H10+,1,16,1397.6194,1344.5098628,1340.77398563457,140.4691,CC-stretch/CH-ip
360,C16H10+,1,16,1473.4699,1417.4780438,1415.94935694357,20.8487,CC-stretch/CH-ip
360,C16H10+,1,16,1495.4622,1438.6346364,1436.32025674075,33.135,CC-stretch/CH-ip
360,C16H10+,1,16,1499.3678,1442.3918236,1440.61869291518,3.3029,CC-stretch/CH-ip
360,C16H10+,1,16,1535.1415,1476.806123,1475.28528585724,0.1086,CC-stretch/CH-ip
360,C16H10+,1,16,1599.3733,1538.5971146,1531.11242026724,201.5146,CC-stretch
360,C16H10+,1,16,1604.9376,1543.9499712,1541.72467441085,17.4933,CC-stretch
360,C16H10+,1,16,3208.0774,3086.1704588,3074.9971631263,0.1282,CH-stretch
360,C16H10+,1,16,3210.6911,3088.6848382,3077.49995291622,0.0498,CH-stretch
360,C16H10+,1,16,3213.611,3091.493782,3080.25262932959,1.4442,CH-stretch
360,C16H10+,1,16,3224.0527,3101.5386974,3090.0870137213,6.6764,CH-stretch
360,C16H10+,1,16,3238.9744,3115.8933728,3104.43489419797,4.2266,CH-stretch
367,C20H12+,1,20,57.5311,55.3449182,62.1912106159446,0.0023,low / skeletal
367,C20H12+,1,20,127.0054,122.1791948,128.517827365341,6.3403,low / skeletal
367,C20H12+,1,20,222.2483,213.8028646,219.433440374005,2.9408,low / skeletal
367,C20H12+,1,20,256.6956,246.9411672,252.658500914249,4.0027,low / skeletal
367,C20H12+,1,20,271.9222,261.5891564,267.168073318819,0.5983,low / skeletal
367,C20H12+,1,20,350.2819,336.9711878,342.441949661005,0.2837,low / skeletal
367,C20H12+,1,20,396.6286,381.5567132,386.867554638851,0.4403,low / skeletal
367,C20H12+,1,20,413.2805,397.575841,402.854377379793,2.1194,low / skeletal
367,C20H12+,1,20,439.1806,422.4917372,426.92432059644,0.0029,low / skeletal
367,C20H12+,1,20,468.6863,450.8762206,455.897245165085,1.2019,low / skeletal
367,C20H12+,1,20,488.6149,470.0475338,474.212899605153,1.0592,low / skeletal
367,C20H12+,1,20,524.4029,504.4755898,508.751520171313,1.9508,low / skeletal
367,C20H12+,1,20,573.545,551.75029,556.264093610306,0.9422,low / skeletal
367,C20H12+,1,20,584.7929,562.5707698,566.58027708135,0.4808,low / skeletal
367,C20H12+,1,20,590.6717,568.2261754,571.575656376431,9.2423,low / skeletal
367,C20H12+,1,20,639.6714,615.3638868,619.678909742509,1.3868,low / skeletal
367,C20H12+,1,20,672.186,646.642932,650.044525495911,14.7296,CH-oop
367,C20H12+,1,20,708.3063,681.3906606,683.387076228293,23.0854,CH-oop
367,C20H12+,1,20,734.477,706.566874,709.588005098085,16.0737,CH-oop
367,C20H12+,1,20,790.4215,760.385483,759.037776031794,102.6725,CH-oop
367,C20H12+,1,20,794.6447,764.4482014,766.826868239136,21.5892,CH-oop
367,C20H12+,1,20,810.5271,779.7270702,782.481138503008,7.2543,CH-oop
367,C20H12+,1,20,820.9559,789.7595758,791.754989533469,0.185,CH-oop
367,C20H12+,1,20,884.3153,850.7113186,850.296838070319,61.5287,CH-oop
367,C20H12+,1,20,906.5532,872.1041784,873.974120364532,22.9459,CH-oop
367,C20H12+,1,20,967.2829,930.5261498,931.493885515738,6.1858,CH-oop
367,C20H12+,1,20,986.7128,949.2177136,950.875089393396,13.7357,ring / CH-ip
367,C20H12+,1,20,1006.6546,968.4017252,969.321191829684,0.2499,ring / CH-ip
367,C20H12+,1,20,1030.2617,991.1117554,992.148038468087,30.9754,ring / CH-ip
367,C20H12+,1,20,1043.8751,1004.2078462,1004.93810240422,0.0018,ring / CH-ip
367,C20H12+,1,20,1073.7525,1032.949905,1033.83593313623,4.3389,ring / CH-ip
367,C20H12+,1,20,1098.9213,1057.1622906,1057.83807809824,1.403,ring / CH-ip
367,C20H12+,1,20,1120.96,1078.36352,1079.07976094373,6.098,ring / CH-ip
367,C20H12+,1,20,1135.5979,1092.4451798,1092.84345737922,2.0784,ring / CH-ip
367,C20H12+,1,20,1161.8128,1117.6639136,1117.50095858801,9.3759,CH-ip-bend
367,C20H12+,1,20,1208.4918,1162.5691116,1162.20780314706,6.0816,CH-ip-bend
367,C20H12+,1,20,1213.3265,1167.220093,1167.00366286863,0.268,CH-ip-bend
367,C20H12+,1,20,1243.2,1195.9584,1195.30759424318,6.3136,CH-ip-bend
367,C20H12+,1,20,1259.2926,1211.4394812,1208.09730341875,87.4833,CH-ip-bend
367,C20H12+,1,20,1263.5489,1215.5340418,1214.49629896231,15.6985,CH-ip-bend
367,C20H12+,1,20,1281.3896,1232.6967952,1232.191514551,5.4226,CH-ip-bend
367,C20H12+,1,20,1283.5226,1234.7487412,1234.32242423521,0.3945,CH-ip-bend
367,C20H12+,1,20,1309.4191,1259.6611742,1259.2330378993,1.2996,CC-stretch/CH-ip
367,C20H12+,1,20,1324.0873,1273.7719826,1271.44473608607,48.9259,CC-stretch/CH-ip
367,C20H12+,1,20,1358.9891,1307.3475142,1303.94648997066,91.9358,CC-stretch/CH-ip
367,C20H12+,1,20,1370.3326,1318.2599612,1312.46157218774,181.6349,CC-stretch/CH-ip
367,C20H12+,1,20,1386.3725,1333.690345,1331.04134867667,73.5838,CC-stretch/CH-ip
367,C20H12+,1,20,1400.6912,1347.4649344,1346.28750746301,8.0986,CC-stretch/CH-ip
367,C20H12+,1,20,1405.9205,1352.495521,1351.05151118141,50.2992,CC-stretch/CH-ip
367,C20H12+,1,20,1450.8994,1395.7652228,1393.56353429151,53.9186,CC-stretch/CH-ip
367,C20H12+,1,20,1469.8787,1414.0233094,1411.21479580286,42.0623,CC-stretch/CH-ip
367,C20H12+,1,20,1498.3136,1441.3776832,1438.37471454624,43.3724,CC-stretch/CH-ip
367,C20H12+,1,20,1502.7335,1445.629627,1443.88261158238,1.3987,CC-stretch/CH-ip
367,C20H12+,1,20,1503.0917,1445.9742154,1444.4011092415,0.5756,CC-stretch/CH-ip
367,C20H12+,1,20,1543.6771,1485.0173702,1483.31657548297,3.5456,CC-stretch/CH-ip
367,C20H12+,1,20,1554.3218,1495.2575716,1493.37421629838,9.7697,CC-stretch/CH-ip
367,C20H12+,1,20,1557.3267,1498.1482854,1496.06482275296,9.9736,CC-stretch/CH-ip
367,C20H12+,1,20,1569.4262,1509.7880044,1507.72844128252,13.3808,CC-stretch
367,C20H12+,1,20,1598.85,1538.0937,1532.7927196664,109.3394,CC-stretch
367,C20H12+,1,20,1605.9372,1544.9115864,1539.19725865526,119.3912,CC-stretch
367,C20H12+,1,20,1609.8219,1548.6486678,1546.55118853621,15.3847,CC-stretch
367,C20H12+,1,20,3207.1433,3085.2718546,3074.1072382537,0.0026,CH-stretch
367,C20H12+,1,20,3211.9873,3089.9317826,3078.72360815843,0.539,CH-stretch
367,C20H12+,1,20,3212.3999,3090.3287038,3079.13124791638,0.148,CH-stretch
367,C20H12+,1,20,3215.3011,3093.1196582,3081.89976199169,0.3309,CH-stretch
367,C20H12+,1,20,3223.6337,3101.1356194,3089.70675609054,5.3406,CH-stretch
367,C20H12+,1,20,3225.9617,3103.3751554,3091.96649091242,4.2752,CH-stretch
367,C20H12+,1,20,3230.649,3107.884338,3096.39495532893,5.9613,CH-stretch
367,C20H12+,1,20,3232.2189,3109.3945818,3098.0939142966,0.1026,CH-stretch
367,C20H12+,1,20,3240.4803,3117.3420486,3105.99998149955,0.0388,CH-stretch
367,C20H12+,1,20,3243.5638,3120.3083756,3108.73088240297,6.5949,CH-stretch
367,C20H12+,1,20,3258.7884,3134.9544408,3123.07968321165,12.8852,CH-stretch
367,C20H12+,1,20,3260.2108,3136.3227896,3124.61599665092,7.667,CH-stretch
283,C18H12+,1,18,54.9341,52.8466042,59.9094497903363,1.0488,low / skeletal
283,C18H12+,1,18,166.3714,160.0492868,166.391863103818,0.5962,low / skeletal
283,C18H12+,1,18,265.7512,255.6526544,261.46797017606,1.686,low / skeletal
283,C18H12+,1,18,455.7334,438.4155308,442.422074733481,27.9322,low / skeletal
283,C18H12+,1,18,459.8029,442.3303898,446.91103302182,0.0945,low / skeletal
283,C18H12+,1,18,473.606,455.608972,459.855382183512,6.9657,low / skeletal
283,C18H12+,1,18,575.884,554.000408,558.522018643002,0.5609,low / skeletal
283,C18H12+,1,18,641.6356,617.2534472,621.269868583137,0.5499,low / skeletal
283,C18H12+,1,18,657.7372,632.7431864,636.824184248284,0.1194,low / skeletal
283,C18H12+,1,18,776.3979,746.8947798,749.829511121221,3.3883,CH-oop
283,C18H12+,1,18,790.9804,760.9231448,762.32394206562,101.472,CH-oop
283,C18H12+,1,18,973.564,936.568568,937.333661115916,56.7782,CH-oop
283,C18H12+,1,18,975.3792,938.3147904,940.278266263373,0.9004,CH-oop
283,C18H12+,1,18,1024.4527,985.5234974,986.282217238137,12.4661,ring / CH-ip
283,C18H12+,1,18,1062.3652,1021.9953224,1022.86480780795,1.9168,ring / CH-ip
283,C18H12+,1,18,1171.3706,1126.8585172,1127.02754052786,0.8343,CH-ip-bend
283,C18H12+,1,18,1231.8805,1185.069041,1184.57566756041,22.5597,CH-ip-bend
283,C18H12+,1,18,1240.7877,1193.6377674,1192.30164157116,141.398,CH-ip-bend
283,C18H12+,1,18,1267.8464,1219.6682368,1219.29991715173,0.0071,CH-ip-bend
283,C18H12+,1,18,1335.3274,1284.5849588,1284.14882551821,17.3639,CC-stretch/CH-ip
283,C18H12+,1,18,1344.7795,1293.677879,1292.91330210337,26.7256,CC-stretch/CH-ip
283,C18H12+,1,18,1350.6821,1299.3561802,1298.45059589524,6.4021,CC-stretch/CH-ip
283,C18H12+,1,18,1407.8352,1354.3374624,1350.27240137605,662.7927,CC-stretch/CH-ip
283,C18H12+,1,18,1452.5447,1397.3480014,1395.22887316393,187.9978,CC-stretch/CH-ip
283,C18H12+,1,18,1471.1907,1415.2854534,1413.66289725603,7.4484,CC-stretch/CH-ip
283,C18H12+,1,18,1543.0702,1484.4335324,1480.95928055233,248.4561,CC-stretch/CH-ip
283,C18H12+,1,18,1585.1979,1524.9603798,1522.13439464874,197.6749,CC-stretch
283,C18H12+,1,18,1594.97,1534.36114,1532.71003458334,8.4806,CC-stretch
