uid,formula,charge,n_c,frequency_cm,scale,frequency_unscaled_cm,intensity_km_mol,symmetry,family
617,C384H48,0,384,566.4973,0.9563,592.3845027710969,0.0,E2G,low / skeletal
617,C384H48,0,384,566.4973,0.9563,592.3845027710969,0.0,E2G,low / skeletal
617,C384H48,0,384,567.1526,0.9563,593.0697479870333,0.0,E2U,low / skeletal
617,C384H48,0,384,567.1526,0.9563,593.0697479870333,0.0,E2U,low / skeletal
617,C384H48,0,384,569.6701,0.9563,595.7022900763359,0.0,E1G,low / skeletal
617,C384H48,0,384,569.6701,0.9563,595.7022900763359,0.0,E1G,low / skeletal
617,C384H48,0,384,571.6017,0.9563,597.7221583185193,0.0,E2U,low / skeletal
617,C384H48,0,384,571.6017,0.9563,597.7221583185193,0.0,E2U,low / skeletal
617,C384H48,0,384,573.5841,0.9563,599.7951479661194,2.0204,E1U,low / skeletal
617,C384H48,0,384,573.5841,0.9563,599.7951479661194,2.0205,E1U,low / skeletal
617,C384H48,0,384,573.7572,0.9563,599.9761581093799,6.0543,A2U,low / skeletal
617,C384H48,0,384,573.896,0.9563,600.1213008470145,0.0,B2G,low / skeletal
617,C384H48,0,384,574.8307,0.9563,601.0987137927428,0.0,A1G,low / skeletal
617,C384H48,0,384,574.9475,0.9563,601.220851197323,0.0,E1G,low / skeletal
617,C384H48,0,384,574.9475,0.9563,601.220851197323,0.0,E1G,low / skeletal
617,C384H48,0,384,575.7144,0.9563,602.022796193663,0.0,B1U,low / skeletal
617,C384H48,0,384,576.6725,0.9563,603.0246784481857,0.0,B1G,low / skeletal
617,C384H48,0,384,576.7463,0.9563,603.1018508836139,0.0,E2G,low / skeletal
617,C384H48,0,384,576.7463,0.9563,603.1018508836139,0.0,E2G,low / skeletal
617,C384H48,0,384,577.5357,0.9563,603.927324061487,0.0,E1G,low / skeletal
617,C384H48,0,384,577.5357,0.9563,603.927324061487,0.0,E1G,low / skeletal
617,C384H48,0,384,578.5379,0.9563,604.9753215518143,0.0,E2U,low / skeletal
617,C384H48,0,384,578.5379,0.9563,604.9753215518143,0.0,E2U,low / skeletal
617,C384H48,0,384,579.1478,0.9563,605.6130921259019,0.0,A1U,low / skeletal
617,C384H48,0,384,580.3024,0.9563,606.8204538324793,42.0409,A2U,low / skeletal
617,C384H48,0,384,580.458,0.9563,606.9831642789919,0.0,E2U,low / skeletal
617,C384H48,0,384,580.458,0.9563,606.9831642789919,0.0,E2U,low / skeletal
617,C384H48,0,384,581.8052,0.9563,608.3919272194918,0.0,E1G,low / skeletal
617,C384H48,0,384,581.8052,0.9563,608.3919272194918,0.0,E1G,low / skeletal
617,C384H48,0,384,581.9771,0.9563,608.5716825264037,0.0,B2G,low / skeletal
617,C384H48,0,384,583.4157,0.9563,610.0760221687755,0.0,E2G,low / skeletal
617,C384H48,0,384,583.4157,0.9563,610.0760221687755,0.0,E2G,low / skeletal
617,C384H48,0,384,583.7881,0.9563,610.4654397155704,0.0,A2G,low / skeletal
617,C384H48,0,384,587.3955,0.9563,614.2376869183311,0.0,E2U,low / skeletal
617,C384H48,0,384,587.3955,0.9563,614.2376869183311,0.0,E2U,low / skeletal
617,C384H48,0,384,588.9866,0.9563,615.9014953466485,0.0,B1G,low / skeletal
617,C384H48,0,384,589.8213,0.9563,616.7743385966746,0.0,A2G,low / skeletal
617,C384H48,0,384,590.5911,0.9563,617.5793161141901,0.0,A1G,low / skeletal
617,C384H48,0,384,595.2032,0.9563,622.4021750496706,0.0,E2G,low / skeletal
617,C384H48,0,384,595.2032,0.9563,622.4021750496706,0.0,E2G,low / skeletal
617,C384H48,0,384,598.4969,0.9563,625.8463871170135,12.8795,E1U,low / skeletal
617,C384H48,0,384,598.4969,0.9563,625.8463871170135,12.8793,E1U,low / skeletal
617,C384H48,0,384,600.6531,0.9563,628.101118895744,0.0,E1G,low / skeletal
617,C384H48,0,384,600.6531,0.9563,628.101118895744,0.0,E1G,low / skeletal
617,C384H48,0,384,601.6724,0.9563,629.1669978040364,0.0,B1U,low / skeletal
617,C384H48,0,384,601.7971,0.9563,629.297396214577,0.0,B2U,low / skeletal
617,C384H48,0,384,602.7982,0.9563,630.3442434382515,0.0758,E1U,low / skeletal
617,C384H48,0,384,602.7982,0.9563,630.3442434382515,0.0758,E1U,low / skeletal
617,C384H48,0,384,604.2684,0.9563,631.8816271044651,0.0,E2G,low / skeletal
617,C384H48,0,384,604.2684,0.9563,631.8816271044651,0.0,E2G,low / skeletal
617,C384H48,0,384,606.044,0.9563,633.7383666213531,0.0,E2U,low / skeletal
617,C384H48,0,384,606.044,0.9563,633.7383666213531,0.0,E2U,low / skeletal
617,C384H48,0,384,608.7788,0.9563,636.5981386594166,0.0392,E1U,low / skeletal
617,C384H48,0,384,608.7788,0.9563,636.5981386594166,0.0393,E1U,low / skeletal
617,C384H48,0,384,614.9107,0.9563,643.0102478301789,0.0,A1G,low / skeletal
617,C384H48,0,384,616.4248,0.9563,644.5935375928055,3.9166,A2U,low / skeletal
617,C384H48,0,384,618.4251,0.9563,646.6852452159364,0.0,E1G,low / skeletal
617,C384H48,0,384,618.4251,0.9563,646.6852452159364,0.0,E1G,low / skeletal
617,C384H48,0,384,618.7039,0.9563,646.9767855275541,0.0,A2G,low / skeletal
617,C384H48,0,384,621.0504,0.9563,649.4305134372058,0.0,E2G,low / skeletal
617,C384H48,0,384,621.0504,0.9563,649.4305134372058,0.0,E2G,low / skeletal
617,C384H48,0,384,622.1462,0.9563,650.5763881627105,0.0,B1G,low / skeletal
617,C384H48,0,384,623.043,0.9563,651.5141691937677,0.6784,A2U,low / skeletal
617,C384H48,0,384,623.4253,0.9563,651.913939140437,0.0,A1U,low / skeletal
617,C384H48,0,384,623.5291,0.9563,652.0224824845759,0.0,B2U,low / skeletal
617,C384H48,0,384,624.29,0.9563,652.8181532991738,0.0,B2G,low / skeletal
617,C384H48,0,384,626.0478,0.9563,654.656279410227,0.0,E2G,low / skeletal
617,C384H48,0,384,626.0478,0.9563,654.656279410227,0.0,E2G,low / skeletal
617,C384H48,0,384,626.3203,0.9563,654.9412318310153,5.2832,E1U,low / skeletal
617,C384H48,0,384,626.3203,0.9563,654.9412318310153,5.2834,E1U,low / skeletal
617,C384H48,0,384,629.7285,0.9563,658.5051761999373,0.0,E2U,low / skeletal
617,C384H48,0,384,629.7285,0.9563,658.5051761999373,0.0,E2U,low / skeletal
617,C384H48,0,384,631.7257,0.9563,660.5936421625013,0.0,E1G,low / skeletal
617,C384H48,0,384,631.7257,0.9563,660.5936421625013,0.0,E1G,low / skeletal
617,C384H48,0,384,633.5278,0.9563,662.4780926487504,0.0,B2U,low / skeletal
617,C384H48,0,384,633.8103,0.9563,662.7735020391091,0.0,A2G,low / skeletal
617,C384H48,0,384,634.5368,0.9563,663.5332008783854,3.7217,E1U,low / skeletal
617,C384H48,0,384,634.5368,0.9563,663.5332008783854,3.7215,E1U,low / skeletal
617,C384H48,0,384,637.1795,0.9563,666.296664226707,0.0,B1U,low / skeletal
617,C384H48,0,384,639.5455,0.9563,668.7707832270207,0.0,E2G,low / skeletal
617,C384H48,0,384,639.5455,0.9563,668.7707832270207,0.0,E2G,low / skeletal
617,C384H48,0,384,640.0426,0.9563,669.2905991843563,0.0599,A2U,low / skeletal
617,C384H48,0,384,640.5168,0.9563,669.786468681376,0.0,E2U,low / skeletal
617,C384H48,0,384,640.5168,0.9563,669.786468681376,0.0,E2U,low / skeletal
617,C384H48,0,384,641.1037,0.9563,670.4001882254522,0.0,B1G,low / skeletal
617,C384H48,0,384,641.2442,0.9563,670.5471086479138,0.0,B1U,low / skeletal
617,C384H48,0,384,641.6113,0.9563,670.9309840008366,0.0,A2G,low / skeletal
617,C384H48,0,384,641.6628,0.9563,670.9848373941231,0.0361,E1U,low / skeletal
617,C384H48,0,384,641.6628,0.9563,670.9848373941231,0.0361,E1U,low / skeletal
617,C384H48,0,384,642.5873,0.9563,671.9515842308899,0.0,B1U,low / skeletal
617,C384H48,0,384,642.6653,0.9563,672.0331485935376,0.0,E2G,low / skeletal
617,C384H48,0,384,642.6653,0.9563,672.0331485935376,0.0,E2G,low / skeletal
617,C384H48,0,384,642.7128,0.9563,672.0828191989962,0.0069,E1U,low / skeletal
617,C384H48,0,384,642.7128,0.9563,672.0828191989962,0.0069,E1U,low / skeletal
617,C384H48,0,384,642.8058,0.9563,672.1800690159992,0.0,E1G,low / skeletal
617,C384H48,0,384,642.8058,0.9563,672.1800690159992,0.0,E1G,low / skeletal
617,C384H48,0,384,643.4462,0.9563,672.8497333472759,0.0,A2G,low / skeletal
617,C384H48,0,384,645.4746,0.9563,674.970825054899,0.0,E1G,low / skeletal
617,C384H48,0,384,645.4746,0.9563,674.970825054899,0.0,E1G,low / skeletal
617,C384H48,0,384,645.5234,0.9563,675.0218550664017,0.0,E2U,low / skeletal
617,C384H48,0,384,645.5234,0.9563,675.0218550664017,0.0,E2U,low / skeletal
617,C384H48,0,384,648.1213,0.9563,677.7384711910488,4.2093,A2U,low / skeletal
617,C384H48,0,384,648.2126,0.9563,677.8339433232248,0.0,E2U,low / skeletal
617,C384H48,0,384,648.2126,0.9563,677.8339433232248,0.0,E2U,low / skeletal
617,C384H48,0,384,649.886,0.9563,679.5838126111053,0.0,B1G,low / skeletal
617,C384H48,0,384,650.0883,0.9563,679.7953571055108,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,651.2138,0.9563,680.9722890306389,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.2578,0.9563,691.4752692669664,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.2578,0.9563,691.4752692669664,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.5031,0.9563,691.7317787305238,3.7039,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.5031,0.9563,691.7317787305238,3.7038,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.5543,0.9563,691.7853184147234,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.5543,0.9563,691.7853184147234,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.9047,0.9563,692.1517306284638,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,661.9047,0.9563,692.1517306284638,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,664.9508,0.9563,695.3370281292481,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,664.9508,0.9563,695.3370281292481,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,665.1882,0.9563,695.5852765868451,0.0064,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,665.1882,0.9563,695.5852765868451,0.0064,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,665.4375,0.9563,695.8459688382306,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,666.9457,0.9563,697.423088988811,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,666.9457,0.9563,697.423088988811,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,667.522,0.9563,698.0257241451427,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,667.522,0.9563,698.0257241451427,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,668.5204,0.9563,699.0697479870333,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,671.0042,0.9563,701.6670500888841,0.0,B2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,672.2098,0.9563,702.9277423402698,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,672.2098,0.9563,702.9277423402698,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,673.1205,0.9563,703.8800585590295,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,673.1205,0.9563,703.8800585590295,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,673.3011,0.9563,704.0689114294677,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,674.4275,0.9563,705.2467844818572,0.0,B2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,674.7258,0.9563,705.5587158841367,0.0,A1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,676.6527,0.9563,707.5736693506221,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,676.6527,0.9563,707.5736693506221,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,679.4512,0.9563,710.5000522848478,0.0,A2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,681.0267,0.9563,712.1475478406358,0.0,B1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,681.226,0.9563,712.3559552441702,0.0592,A2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,681.9879,0.9563,713.1526717557251,0.0,A1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,682.7261,0.9563,713.9246052493987,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,682.7261,0.9563,713.9246052493987,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,684.047,0.9563,715.3058663599289,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,684.047,0.9563,715.3058663599289,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,684.0747,0.9563,715.3348321656384,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,684.5539,0.9563,715.8359301474433,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,686.2489,0.9563,717.6083864895953,0.8878,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,686.2489,0.9563,717.6083864895953,0.8877,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,686.6114,0.9563,717.9874516365157,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,686.6114,0.9563,717.9874516365157,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,693.4411,0.9563,725.1292481438878,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,693.4411,0.9563,725.1292481438878,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,693.4829,0.9563,725.1729582766914,0.0,B1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,693.658,0.9563,725.356059813866,0.0,A1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,694.6952,0.9563,726.440656697689,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,694.6952,0.9563,726.440656697689,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,694.8333,0.9563,726.5850674474538,1.115,A2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,696.2093,0.9563,728.0239464603158,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,696.2093,0.9563,728.0239464603158,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,696.3053,0.9563,728.1243333681898,0.0,B1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,696.5504,0.9563,728.3806336923559,0.0695,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,696.5504,0.9563,728.3806336923559,0.0695,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,697.1863,0.9563,729.0455923873261,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,697.1863,0.9563,729.0455923873261,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,699.2576,0.9563,731.2115444944055,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,699.2576,0.9563,731.2115444944055,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,699.3029,0.9563,731.2589145665586,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,699.3029,0.9563,731.2589145665586,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,699.5927,0.9563,731.5619575447035,5.1156,A2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,701.6004,0.9563,733.6614033253163,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,702.7845,0.9563,734.8996130921258,0.0,B2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,704.1311,0.9563,736.3077486144515,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,704.6778,0.9563,736.8794311408554,19.934,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,704.6778,0.9563,736.8794311408554,19.9338,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,706.3123,0.9563,738.5886228171076,0.0,A2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,710.2411,0.9563,742.696957021855,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,710.2411,0.9563,742.696957021855,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,710.7047,0.9563,743.1817421311304,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,710.7047,0.9563,743.1817421311304,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,711.5444,0.9563,744.0598138659416,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,713.0712,0.9563,745.6563839799226,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,713.0712,0.9563,745.6563839799226,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,713.7782,0.9563,746.395691728537,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,713.7782,0.9563,746.395691728537,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,713.8409,0.9563,746.4612569277424,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,715.6617,0.9563,748.3652619470877,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,715.6617,0.9563,748.3652619470877,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,716.675,0.9563,749.4248666736379,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,716.675,0.9563,749.4248666736379,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,720.2006,0.9563,753.1115758653142,0.0,B1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,721.0026,0.9563,753.9502248248458,0.0,B1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,721.1647,0.9563,754.119732301579,0.0841,A2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,721.3085,0.9563,754.2701035239987,12.1979,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,721.3085,0.9563,754.2701035239987,12.1979,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,721.8094,0.9563,754.7938931297709,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,722.7267,0.9563,755.7531109484472,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,722.7654,0.9563,755.7935794206838,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,722.7654,0.9563,755.7935794206838,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,723.7018,0.9563,756.7727700512391,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,723.7018,0.9563,756.7727700512391,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,726.1133,0.9563,759.2944682630973,1.5541,A2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,726.145,0.9563,759.3276168566349,0.0,A1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,726.5272,0.9563,759.7272822336087,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,726.5272,0.9563,759.7272822336087,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,728.043,0.9563,761.3123496810624,0.0,A2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,728.27,0.9563,761.5497228903064,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,728.27,0.9563,761.5497228903064,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,728.333,0.9563,761.6156017985987,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,728.333,0.9563,761.6156017985987,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,728.8454,0.9563,762.1514169193767,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,730.8583,0.9563,764.256300324166,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,730.8912,0.9563,764.2907037540521,0.0,B1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,731.6151,0.9563,765.0476837812402,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,731.6151,0.9563,765.0476837812402,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,732.2096,0.9563,765.6693506221897,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,732.2096,0.9563,765.6693506221897,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,732.3585,0.9563,765.8250548990902,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,732.3585,0.9563,765.8250548990902,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,732.9848,0.9563,766.4799749032729,0.0,B2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,733.9041,0.9563,767.4412841158631,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,734.7274,0.9563,768.3022064205793,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,734.7274,0.9563,768.3022064205793,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,734.9614,0.9563,768.5468995085224,10.7259,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,734.9614,0.9563,768.5468995085224,10.726,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,735.3441,0.9563,768.9470877339747,0.18,A2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,735.6445,0.9563,769.261215099864,0.0,B1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,736.2554,0.9563,769.9000313709087,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,736.6538,0.9563,770.3166370385862,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,738.2019,0.9563,771.9354804977518,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,738.2019,0.9563,771.9354804977518,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,740.9669,0.9563,774.8268325839172,0.0,B2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,741.2537,0.9563,775.126738471191,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,741.2537,0.9563,775.126738471191,0.0,E2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,741.6891,0.9563,775.5820349262784,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,741.6891,0.9563,775.5820349262784,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,741.7671,0.9563,775.6635992889261,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,741.7671,0.9563,775.6635992889261,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,742.3551,0.9563,776.2784690996549,0.8814,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,742.3551,0.9563,776.2784690996549,0.8815,E1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,743.0278,0.9563,776.9819094426434,0.0,B1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,743.1427,0.9563,777.1020600230053,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,743.1427,0.9563,777.1020600230053,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,746.2929,0.9563,780.3962145770156,1.623,A2U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,746.2962,0.9563,780.3996653769738,0.0,A1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,746.4748,0.9563,780.5864268534978,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,746.4748,0.9563,780.5864268534978,0.0,E2G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,748.0476,0.9563,782.2310990275018,0.0,A1U,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,748.176,0.9563,782.3653665167834,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
617,C384H48,0,384,748.176,0.9563,782.3653665167834,0.0,E1G,CH-oop (10.5-15 um; benzene nu11 at 673 included)
