scale,n_bands,frequency_unscaled_cm
0.9523,6982,1559.6915887850466
0.9523,6982,1457.2508663236374
0.9523,6982,1465.9702824740102
0.9523,6982,1631.4112149532712
0.9523,6982,1340.7243515698833
0.9523,6982,1247.7447233014807
0.9523,6982,1438.6924288564528
0.9523,6982,1364.2037173159715
0.9523,6982,1397.617452483461
0.9523,6982,1435.0137561692743
0.9523,6982,1650.4023942035074
0.9523,6982,1123.288459519059
0.9523,6982,1381.3479995799642
0.9523,6982,1237.9953796072666
0.9523,6982,1421.7087052399454
0.9523,6982,1295.078861703245
0.9523,6982,1287.8969862438307
0.9523,6982,1534.374776856033
0.9523,6982,1514.6198676887534
0.9523,6982,1537.2882495012077
0.9523,6982,1465.2991704294864
0.9523,6982,1314.6304735902552
0.9523,6982,1342.3565053029506
0.9523,6982,1604.447863068361
0.9523,6982,1525.465084532185
0.9523,6982,1269.945920403234
0.9523,6982,1347.7460884175157
0.9523,6982,1638.059540060905
0.9523,6982,1281.6042213588155
0.9523,6982,1524.3311981518427
0.9523,6982,1303.838391263257
0.9523,6982,1560.0829570513492
0.9523,6982,1342.636249081172
0.9523,6982,1348.9102173684762
0.9523,6982,1655.0402184185657
0.9523,6982,1368.051559382547
0.9523,6982,1441.9585214743254
0.9523,6982,1484.1251706395044
0.9523,6982,1550.9150477790613
0.9523,6982,1400.9341594035493
0.9523,6982,1470.0706710070356
0.9523,6982,1320.3664811508977
0.9523,6982,1643.404704399874
0.9523,6982,1393.164023942035
0.9523,6982,1546.5077181560432
0.9523,6982,1457.9232384752704
0.9523,6982,1389.0910427386327
0.9523,6982,1554.3053659561062
0.9523,6982,1181.693583954636
0.9523,6982,1521.5990759214533
0.9523,6982,1590.4180405334453
0.9523,6982,1580.281528929959
0.9523,6982,1330.799432951801
0.9523,6982,1318.9300640554447
0.9523,6982,1676.5706185025726
0.9523,6982,1490.0827470334978
0.9523,6982,1468.7424131051137
0.9523,6982,1363.0872624173055
0.9523,6982,1424.0924078546675
0.9523,6982,1420.3001155098182
0.9523,6982,1373.1713745668385
0.9523,6982,1632.8083587104902
0.9523,6982,1634.6761524729602
0.9523,6982,1240.6618712590569
0.9523,6982,1398.6914837761208
0.9523,6982,1407.2697679302742
0.9523,6982,1681.3989289089573
0.9523,6982,1445.5300850572296
0.9523,6982,1282.8581329413
0.9523,6982,1564.3774020791766
0.9523,6982,1520.1586684868212
0.9523,6982,1178.2992754384122
0.9523,6982,1486.1974167804265
0.9523,6982,1505.2311246455947
0.9523,6982,1411.697049249186
0.9523,6982,1395.2438307256118
0.9523,6982,1620.8278903706814
0.9523,6982,1656.3069410899925
0.9523,6982,1441.7104903916834
0.9523,6982,1656.526934789457
0.9523,6982,1433.2495012076024
0.9523,6982,1576.3621757849417
0.9523,6982,1652.060800168014
0.9523,6982,1646.866848682138
0.9523,6982,1526.077076551507
0.9523,6982,1471.5837446182925
0.9523,6982,1327.0989184080647
0.9523,6982,1654.818859603066
0.9523,6982,1366.1424971122544
0.9523,6982,1541.8129791032236
0.9523,6982,1444.9075921453325
0.9523,6982,1506.3183870629005
0.9523,6982,1381.7262417305471
0.9523,6982,1559.3110364380973
0.9523,6982,1277.8965662081278
0.9523,6982,1302.5490916727922
0.9523,6982,1482.4283314081697
0.9523,6982,1360.4997374776856
0.9523,6982,1588.364590990234
0.9523,6982,1623.4518534075396
0.9523,6982,1459.8057334873463
0.9523,6982,1394.622492911897
0.9523,6982,1363.1030137561693
0.9523,6982,1407.0719311141447
0.9523,6982,1654.0098708390212
0.9523,6982,1639.4106899086423
0.9523,6982,1683.0099758479469
0.9523,6982,1332.138821799853
0.9523,6982,1623.9088522524414
0.9523,6982,1424.6761524729602
0.9523,6982,1653.8440617452482
0.9523,6982,1323.3309881339917
0.9523,6982,1522.3398088837553
0.9523,6982,1246.9432951800902
0.9523,6982,1465.06090517694
0.9523,6982,1473.131366166124
0.9523,6982,1437.0624803108262
0.9523,6982,1205.2367951275858
0.9523,6982,1522.1851307361126
0.9523,6982,1162.8291504777906
0.9523,6982,1652.728026882285
0.9523,6982,1447.456473800273
0.9523,6982,1421.9716475900452
0.9523,6982,1539.1768350309776
0.9523,6982,1617.4904966922188
0.9523,6982,1506.6080016801427
0.9523,6982,1634.4953271028037
0.9523,6982,1215.5244145752388
0.9523,6982,1495.7403129265986
0.9523,6982,1505.4951170849522
0.9523,6982,1142.3202772235638
0.9523,6982,1447.8817599495958
0.9523,6982,1424.3977738107735
0.9523,6982,1588.5732437257166
0.9523,6982,1350.124855612727
0.9523,6982,1392.668801848157
0.9523,6982,1443.2583219573662
0.9523,6982,1517.365011025937
0.9523,6982,1489.1112044523784
0.9523,6982,1429.0996534705448
0.9523,6982,1404.958626483251
0.9523,6982,1267.3001155098182
0.9523,6982,1574.9782631523678
0.9523,6982,1626.202562217789
0.9523,6982,1476.9603066260631
0.9523,6982,1267.2300745563373
0.9523,6982,1424.2956001260106
0.9523,6982,1224.6211277958623
0.9523,6982,1574.6312086527355
0.9523,6982,1560.008295705135
0.9523,6982,1669.3053659561062
0.9523,6982,1420.5180090307674
0.9523,6982,1328.204557387378
0.9523,6982,1522.8382862543317
0.9523,6982,1623.6654415625328
0.9523,6982,1550.8631733697364
0.9523,6982,1650.9205082432004
0.9523,6982,1177.6020161713743
0.9523,6982,1306.081801953166
0.9523,6982,1644.3509398298856
0.9523,6982,1601.4369421400818
0.9523,6982,1243.2659876089467
0.9523,6982,1397.7365326052711
0.9523,6982,1222.8417515488816
0.9523,6982,1335.0744513283628
0.9523,6982,1628.36123070461
0.9523,6982,1336.5606426546258
0.9523,6982,1424.4428226399243
0.9523,6982,1570.453008505723
0.9523,6982,1642.747558542476
0.9523,6982,1266.6916937939725
0.9523,6982,1633.4346319437152
0.9523,6982,1588.527459834086
0.9523,6982,1362.3435892050825
0.9523,6982,1494.9675522419404
0.9523,6982,1556.3892680877873
0.9523,6982,1277.06783576604
0.9523,6982,1384.2195736637614
0.9523,6982,1345.7054499632468
0.9523,6982,1534.699254436627
0.9523,6982,1484.2252441457522
0.9523,6982,1416.1978368161292
0.9523,6982,1509.1432321747347
0.9523,6982,1467.496062165284
0.9523,6982,1407.9884490181664
0.9523,6982,1211.001680142812
0.9523,6982,1154.7130106059014
0.9523,6982,1208.861178200147
0.9523,6982,1243.4463929434005
0.9523,6982,1403.5095033077812
0.9523,6982,1397.9213483146068
0.9523,6982,1530.8288354510132
0.9523,6982,1214.6556757324372
0.9523,6982,1540.612727081802
0.9523,6982,1546.9762679827786
0.9523,6982,1645.4057544891316
0.9523,6982,1398.4950120760266
0.9523,6982,1429.951800903077
0.9523,6982,1610.1318912107529
0.9523,6982,1252.7095453113516
0.9523,6982,1233.463614407225
0.9523,6982,1490.8472120130211
0.9523,6982,1291.40554447128
0.9523,6982,1457.258847001995
0.9523,6982,1383.4797857817914
0.9523,6982,1177.9019216633412
0.9523,6982,1440.2042423606006
0.9523,6982,1427.2169484406174
0.9523,6982,1363.4700199516958
0.9523,6982,1424.9796282684028
0.9523,6982,1276.902551716896
0.9523,6982,1172.072771185551
0.9523,6982,1487.5964506983091
0.9523,6982,1387.3819174629843
0.9523,6982,1302.4397773810774
0.9523,6982,1358.9363645909905
0.9523,6982,1602.9723826525255
0.9523,6982,1479.4056494802055
0.9523,6982,1485.7805313451645
0.9523,6982,1545.2873044208757
0.9523,6982,1648.2708180195316
0.9523,6982,1452.483881129896
0.9523,6982,1327.6423395988656
0.9523,6982,1298.0396933739366
0.9523,6982,1248.135356505303
0.9523,6982,1265.7698204347369
0.9523,6982,1664.0056704819908
0.9523,6982,1328.104378872204
0.9523,6982,1243.2626273233225
0.9523,6982,1239.5433161818753
0.9523,6982,1567.3513598655886
0.9523,6982,1671.2137981728447
0.9523,6982,1255.6581959466555
0.9523,6982,1603.6913787671951
0.9523,6982,1277.4432426756273
0.9523,6982,1424.2720781266407
0.9523,6982,1541.002520214218
0.9523,6982,1474.606951590885
0.9523,6982,1583.2755434211908
0.9523,6982,1268.1254856662815
0.9523,6982,1347.5619027617347
0.9523,6982,1404.5050929328993
0.9523,6982,1629.9457103853829
0.9523,6982,1305.5244145752388
0.9523,6982,1397.5426861283208
0.9523,6982,1257.6216528404914
0.9523,6982,1264.9614617242466
0.9523,6982,1531.601281108894
0.9523,6982,1452.5584374671848
0.9523,6982,1312.4445027827364
0.9523,6982,1548.537435682033
0.9523,6982,1418.303685813294
0.9523,6982,1243.3544051244355
0.9523,6982,1436.156988344009
0.9523,6982,1428.1369316391892
0.9523,6982,1645.5587524939615
0.9523,6982,1506.2147432531765
0.9523,6982,1281.031292659876
0.9523,6982,1247.5525569673423
0.9523,6982,1330.7438832300743
0.9523,6982,1599.0134411424972
0.9523,6982,1235.1380867373723
0.9523,6982,1276.180405334453
0.9523,6982,1648.3352934999475
0.9523,6982,1125.2686128320906
0.9523,6982,1455.1906962091778
0.9523,6982,1628.4931219153627
0.9523,6982,1132.218943610207
0.9523,6982,1433.594035493017
0.9523,6982,1602.13220623753
0.9523,6982,1471.332353250026
0.9523,6982,1488.1586684868214
0.9523,6982,1463.7783261577235
0.9523,6982,1568.502257691904
0.9523,6982,1655.3696314186705
0.9523,6982,1487.336868633834
0.9523,6982,1428.4697049249185
0.9523,6982,1397.008295705135
0.9523,6982,1404.513808673737
0.9523,6982,1425.6593510448388
0.9523,6982,1536.9457103853829
0.9523,6982,1560.8239000315025
0.9523,6982,1295.4218208547727
0.9523,6982,1470.3055759739575
0.9523,6982,1645.455738737793
0.9523,6982,1386.2242990654206
0.9523,6982,1433.78410164864
0.9523,6982,1243.261367216213
0.9523,6982,1247.9333193321431
0.9523,6982,1447.1392418355558
0.9523,6982,1513.9563162868844
0.9523,6982,1421.8277853617556
0.9523,6982,1626.1591935314502
0.9523,6982,1410.2930799117923
0.9523,6982,1487.0322377402078
0.9523,6982,1289.4678147642549
0.9523,6982,1256.0952430956631
0.9523,6982,1644.4054394623545
0.9523,6982,1599.1755749238685
0.9523,6982,1522.27753859078
0.9523,6982,1307.018796597711
0.9523,6982,1395.9626168224297
0.9523,6982,1244.5446812979103
0.9523,6982,1631.0843221673842
0.9523,6982,1631.4466029612518
0.9523,6982,1380.0990234169903
0.9523,6982,1541.9292239840386
0.9523,6982,1233.8878504672898
0.9523,6982,1293.374461829255
0.9523,6982,1199.3148167594245
0.9523,6982,1576.0681507928173
0.9523,6982,1640.796387692954
0.9523,6982,1372.5388007980678
0.9523,6982,1112.7317021946865
0.9523,6982,1416.5237845216843
0.9523,6982,1463.1247506038012
0.9523,6982,1609.4778956211278
0.9523,6982,1594.423290979733
0.9523,6982,1408.0906227029295
0.9523,6982,1433.905701984669
0.9523,6982,1440.0532395253597
0.9523,6982,1627.418250551297
0.9523,6982,1370.2816339388849
0.9523,6982,1357.7742308096188
0.9523,6982,1145.1543631208654
0.9523,6982,1520.755014176205
0.9523,6982,1491.0328677937623
0.9523,6982,1448.9994749553712
0.9523,6982,1113.2749133676364
0.9523,6982,1121.3040008400717
0.9523,6982,1519.005775490917
0.9523,6982,1221.9419300640552
0.9523,6982,1380.9930694108998
0.9523,6982,1666.036963141867
0.9523,6982,1285.1729497007243
0.9523,6982,1511.273653260527
0.9523,6982,1505.607476635514
0.9523,6982,1351.804263362386
0.9523,6982,1634.423816024362
0.9523,6982,1160.2500262522312
0.9523,6982,1329.8465819594664
0.9523,6982,1600.115299800483
0.9523,6982,1342.8457418880605
0.9523,6982,1496.6599810983932
0.9523,6982,1504.5110784416677
0.9523,6982,1270.046938989814
0.9523,6982,1533.6433896881233
0.9523,6982,1373.200987083902
0.9523,6982,1422.7259267037698
0.9523,6982,1323.7942875144388
0.9523,6982,1422.4280163813924
0.9523,6982,1547.6476950540796
0.9523,6982,1586.0425286149325
0.9523,6982,1624.4681297910322
0.9523,6982,1605.2143232174735
0.9523,6982,1647.5282999054918
0.9523,6982,1309.4170954531137
0.9523,6982,1639.7090202667223
0.9523,6982,1242.835976057965
0.9523,6982,1454.051769400399
0.9523,6982,1360.7560642654626
0.9523,6982,1624.2777486086318
0.9523,6982,1461.2092827890372
0.9523,6982,1481.1477475585425
0.9523,6982,1221.102698729392
0.9523,6982,1252.7095453113516
0.9523,6982,1667.2283944135252
0.9523,6982,1383.407749658721
0.9523,6982,1509.646119920193
0.9523,6982,1443.3791872309146
0.9523,6982,1122.9464454478632
0.9523,6982,1654.5637929223983
0.9523,6982,1481.4698099338443
0.9523,6982,1555.879029717526
0.9523,6982,1379.5985508768244
0.9523,6982,1596.218838601281
0.9523,6982,1489.1544681297908
0.9523,6982,1512.6818229549513
0.9523,6982,1476.409429801533
0.9523,6982,1440.2164233959886
0.9523,6982,1284.0459939094824
0.9523,6982,1609.946445447863
0.9523,6982,1660.3895831145649
0.9523,6982,1192.848052084427
0.9523,6982,1498.6376141972066
0.9523,6982,1409.0984983723615
0.9523,6982,1541.9689173579752
0.9523,6982,1438.076551506878
0.9523,6982,1429.952850992334
0.9523,6982,1429.4131051139343
0.9523,6982,1223.0814869263888
0.9523,6982,1666.7224614092197
0.9523,6982,1179.583954636144
0.9523,6982,1428.0527144807309
0.9523,6982,1611.4279113724665
0.9523,6982,1632.579229234485
0.9523,6982,1413.283629108474
0.9523,6982,1582.583114564738
0.9523,6982,1241.2252441457524
0.9523,6982,1335.2881444922818
0.9523,6982,1408.9968497322272
0.9523,6982,1543.7639399348946
0.9523,6982,1266.189751128846
0.9523,6982,1505.924498582379
0.9523,6982,1479.4576288984565
0.9523,6982,1576.3261577234064
0.9523,6982,1638.2745983408588
0.9523,6982,1452.3595505617975
0.9523,6982,1474.326367741258
0.9523,6982,1519.6508453218523
0.9523,6982,1137.3539850887323
0.9523,6982,1643.2205187440932
0.9523,6982,1230.7265567573245
0.9523,6982,1493.281948965662
0.9523,6982,1365.5006825580174
0.9523,6982,1506.863278378662
0.9523,6982,1359.4395673632257
0.9523,6982,1226.6790927228817
0.9523,6982,1391.4361020686756
0.9523,6982,1499.2864643494695
0.9523,6982,1473.8647485036229
0.9523,6982,1561.3247926073716
0.9523,6982,1178.53428541426
0.9523,6982,1371.316811929014
0.9523,6982,1387.8630683608108
0.9523,6982,1396.8161293709966
0.9523,6982,1675.6243830725612
0.9523,6982,1550.6240680457838
0.9523,6982,1625.0383282579016
0.9523,6982,1457.1637089152578
0.9523,6982,1508.1268507823163
0.9523,6982,1614.971332563268
0.9523,6982,1546.3370786516855
0.9523,6982,1662.9134726451748
0.9523,6982,1340.8482621022786
0.9523,6982,1226.194476530505
0.9523,6982,1343.977423080962
0.9523,6982,1648.0618502572718
0.9523,6982,1539.0353880079806
0.9523,6982,1520.174104798908
0.9523,6982,1611.7456683818125
0.9523,6982,1648.259372046624
0.9523,6982,1575.9731177150056
0.9523,6982,1328.2191536280584
0.9523,6982,1414.2547516538905
0.9523,6982,1220.3532500262522
0.9523,6982,1113.0666806678569
0.9523,6982,1348.6300535545522
0.9523,6982,1489.6782526514753
0.9523,6982,1311.8099338443767
0.9523,6982,1454.9693373936784
0.9523,6982,1387.6949490706709
0.9523,6982,1499.2918198046832
0.9523,6982,1333.698414365221
0.9523,6982,1408.361125695684
0.9523,6982,1141.9767930274072
0.9523,6982,1633.1401869158876
0.9523,6982,1549.2248241100494
0.9523,6982,1278.9804683398088
0.9523,6982,1238.3361335713537
0.9523,6982,1653.226714270713
0.9523,6982,1332.0238370261472
0.9523,6982,1451.872834190906
0.9523,6982,1425.1833455843746
0.9523,6982,1519.0114459729075
0.9523,6982,1448.8457418880605
0.9523,6982,1571.2444607791665
0.9523,6982,1403.494382022472
0.9523,6982,1452.4128950960833
0.9523,6982,1514.698309356295
0.9523,6982,1429.0945080331828
0.9523,6982,1542.3164969022366
0.9523,6982,1477.090832720781
0.9523,6982,1376.406384542686
0.9523,6982,1421.4249711225457
0.9523,6982,1488.4687598445869
0.9523,6982,1565.530505092933
0.9523,6982,1592.9966397143758
0.9523,6982,1466.8878504672898
0.9523,6982,1603.7599495957156
0.9523,6982,1350.1422870944032
0.9523,6982,1497.108789247086
0.9523,6982,1644.1925863698414
0.9523,6982,1240.9715425811194
0.9523,6982,1534.0013651160348
0.9523,6982,1350.2945500367532
0.9523,6982,1459.389898141342
0.9523,6982,1429.9189331093144
0.9523,6982,1406.2064475480415
0.9523,6982,1585.6027512338546
0.9523,6982,1565.8779796282683
0.9523,6982,1259.9318492071827
0.9523,6982,1477.6577759109523
0.9523,6982,1178.6420245720888
0.9523,6982,1264.8872204137351
0.9523,6982,1448.5951905912002
0.9523,6982,1111.1977318072036
0.9523,6982,1406.1892260842171
0.9523,6982,1232.3688963561904
0.9523,6982,1657.9315341804052
0.9523,6982,1278.997794812559
0.9523,6982,1569.4022891945815
0.9523,6982,1428.781161398719
0.9523,6982,1366.4883965137035
0.9523,6982,1483.3549301690643
0.9523,6982,1213.5080331828206
0.9523,6982,1269.1808253701563
0.9523,6982,1509.194686548357
0.9523,6982,1433.9826735272495
0.9523,6982,1584.116664916518
0.9523,6982,1358.5592775385908
0.9523,6982,1332.8360810668908
0.9523,6982,1189.2482411004935
0.9523,6982,1666.7868318807098
0.9523,6982,1388.9430851622387
0.9523,6982,1408.7553292029822
0.9523,6982,1680.492071826105
0.9523,6982,1486.1629738527774
0.9523,6982,1554.8662186285835
0.9523,6982,1488.7403129265988
0.9523,6982,1515.509398298855
0.9523,6982,1506.7543841226504
0.9523,6982,1255.776856032763
0.9523,6982,1311.7167909272289
0.9523,6982,1507.776856032763
0.9523,6982,1353.8925758689488
0.9523,6982,1210.9066470650005
0.9523,6982,1526.5322902446708
0.9523,6982,1367.3395988659036
0.9523,6982,1588.9480205817492
0.9523,6982,1578.5562322797437
0.9523,6982,1259.1306311036435
0.9523,6982,1150.7163708915257
0.9523,6982,1586.969967447233
0.9523,6982,1629.37855717736
0.9523,6982,1572.4705449963246
0.9523,6982,1210.8988764044943
0.9523,6982,1421.532605271448
0.9523,6982,1558.5941405019423
0.9523,6982,1113.807203612307
0.9523,6982,1454.1060590150164
0.9523,6982,1240.9404599390946
0.9523,6982,1612.35850047254
0.9523,6982,1416.794602541216
0.9523,6982,1186.5285099233436
0.9523,6982,1637.3866428646436
0.9523,6982,1387.8475270397985
0.9523,6982,1441.2261892260842
0.9523,6982,1116.288039483356
0.9523,6982,1276.227134306416
0.9523,6982,1385.5311351464873
0.9523,6982,1222.1164548986665
0.9523,6982,1297.6081066890686
0.9523,6982,1599.2272393153416
0.9523,6982,1442.989919143127
0.9523,6982,1655.3098813399138
0.9523,6982,1481.7473485246246
0.9523,6982,1472.271028037383
0.9523,6982,1275.8074136301584
0.9523,6982,1682.1276908537225
0.9523,6982,1172.7255066680666
0.9523,6982,1331.6259582064476
0.9523,6982,1514.809303790822
0.9523,6982,1339.5754489131575
0.9523,6982,1438.183975637929
0.9523,6982,1563.2969652420454
0.9523,6982,1466.4366271133044
0.9523,6982,1430.609786831881
0.9523,6982,1319.1637089152578
0.9523,6982,1519.2817389478105
0.9523,6982,1498.2529665021525
0.9523,6982,1504.4875564422975
0.9523,6982,1533.5985508768244
0.9523,6982,1535.4271763099864
0.9523,6982,1336.0924078546675
0.9523,6982,1646.7557492386852
0.9523,6982,1575.3740417935524
0.9523,6982,1195.560957681403
0.9523,6982,1405.278903706815
0.9523,6982,1327.487766460149
0.9523,6982,1569.6906437047148
0.9523,6982,1499.630368581329
0.9523,6982,1355.119185130736
0.9523,6982,1638.1016486401345
0.9523,6982,1536.8187545941405
0.9523,6982,1625.2244040743462
0.9523,6982,1264.9575763939931
0.9523,6982,1485.737582694529
0.9523,6982,1645.943820224719
0.9523,6982,1344.5347054499632
0.9523,6982,1293.1986768875354
0.9523,6982,1404.5064580489343
0.9523,6982,1519.0380132311243
0.9523,6982,1164.654835661031
0.9523,6982,1592.7908222198885
0.9523,6982,1182.9552661976268
0.9523,6982,1518.415100283524
0.9523,6982,1311.822849942245
0.9523,6982,1163.575238895306
0.9523,6982,1297.8504672897195
0.9523,6982,1392.0705659981095
0.9523,6982,1345.8573978788197
0.9523,6982,1585.8102488711538
0.9523,6982,1573.4058594980572
0.9523,6982,1192.2720781266407
0.9523,6982,1350.432951800903
0.9523,6982,1515.2814239210334
0.9523,6982,1151.993489446603
0.9523,6982,1262.0891525779691
0.9523,6982,1449.7928173894782
0.9523,6982,1465.4852462459307
0.9523,6982,1602.1010185865798
0.9523,6982,1643.0995484616192
0.9523,6982,1585.3130316076868
0.9523,6982,1119.32804788407
0.9523,6982,1533.5381707445133
0.9523,6982,1414.684343169169
0.9523,6982,1307.5411109944343
0.9523,6982,1438.5789142077076
0.9523,6982,1525.5523469494906
0.9523,6982,1303.6623963036857
0.9523,6982,1440.2698729391998
0.9523,6982,1530.2726031712696
0.9523,6982,1398.3452693478944
0.9523,6982,1356.692323847527
0.9523,6982,1123.55087682453
0.9523,6982,1599.3896881234905
0.9523,6982,1537.6179775280898
0.9523,6982,1344.1580384332667
0.9523,6982,1433.6451748398613
0.9523,6982,1296.957366376142
0.9523,6982,1276.6156673317232
0.9523,6982,1380.0218418565578
0.9523,6982,1645.778851202352
0.9523,6982,1418.970912527565
0.9523,6982,1657.883335083482
0.9523,6982,1475.5185340753962
0.9523,6982,1659.272813189121
0.9523,6982,1428.8713640659455
0.9523,6982,1407.6712170534497
0.9523,6982,1528.3676362490812
0.9523,6982,1412.44219258637
0.9523,6982,1610.6604011340962
0.9523,6982,1668.2721831355664
0.9523,6982,1402.67615247296
0.9523,6982,1510.4032342749133
0.9523,6982,1624.1739997899822
0.9523,6982,1155.2043473695264
0.9523,6982,1374.2844691798805
0.9523,6982,1236.2687178410165
0.9523,6982,1318.417725506668
0.9523,6982,1569.170534495432
0.9523,6982,1622.52042423606
0.9523,6982,1257.3858027932374
0.9523,6982,1329.613042108579
0.9523,6982,1263.8917357975429
0.9523,6982,1661.8204347369526
0.9523,6982,1261.251916412895
0.9523,6982,1539.1672792187337
0.9523,6982,1364.2831040638453
0.9523,6982,1222.7804263362386
0.9523,6982,1334.5519269137876
0.9523,6982,1348.809828835451
0.9523,6982,1547.6476950540796
0.9523,6982,1532.8652735482517
0.9523,6982,1329.6506353040008
0.9523,6982,1635.719311141447
0.9523,6982,1309.107844166754
0.9523,6982,1430.0484091147748
0.9523,6982,1490.801953166019
0.9523,6982,1292.5472015121286
0.9523,6982,1590.116139871889
0.9523,6982,1588.821589835136
0.9523,6982,1455.7846266932688
0.9523,6982,1556.3543001155097
0.9523,6982,1596.515173789772
0.9523,6982,1421.6633413840177
0.9523,6982,1536.3425391158248
0.9523,6982,1565.2365851097345
0.9523,6982,1216.3947285519268
0.9523,6982,1582.7086002310198
0.9523,6982,1173.4162553817075
0.9523,6982,1183.1432321747347
0.9523,6982,1541.3621757849417
0.9523,6982,1684.6304735902552
0.9523,6982,1550.5347054499632
0.9523,6982,1489.9061220203716
0.9523,6982,1503.470860023102
0.9523,6982,1496.0534495432112
0.9523,6982,1390.0372781686444
0.9523,6982,1444.6240680457838
0.9523,6982,1242.9523259477055
0.9523,6982,1543.319857187861
0.9523,6982,1631.2520214218207
0.9523,6982,1212.3488396513703
0.9523,6982,1430.06783576604
0.9523,6982,1590.1721096293184
0.9523,6982,1517.805943505198
0.9523,6982,1302.819699674472
0.9523,6982,1278.8223248976162
0.9523,6982,1452.7289719626167
0.9523,6982,1509.4365221043788
0.9523,6982,1415.9087472435156
0.9523,6982,1388.6342539115826
0.9523,6982,1431.8786096818228
0.9523,6982,1453.9005565473065
0.9523,6982,1248.1887010395883
0.9523,6982,1255.524729602016
0.9523,6982,1657.1969967447233
0.9523,6982,1133.5566523154469
0.9523,6982,1632.2032972802688
0.9523,6982,1641.6803528299904
0.9523,6982,1248.8542476110467
0.9523,6982,1369.4367321222303
0.9523,6982,1250.3721516328887
0.9523,6982,1243.0525044628794
0.9523,6982,1677.6381392418357
0.9523,6982,1329.912947600546
0.9523,6982,1351.6604011340964
0.9523,6982,1504.3913682663026
0.9523,6982,1213.924813609157
0.9523,6982,1436.7939724876614
0.9523,6982,1422.587839966397
0.9523,6982,1339.5219993699463
0.9523,6982,1320.4644544786306
0.9523,6982,1233.9275438412265
0.9523,6982,1559.3383387587946
0.9523,6982,1511.1848157093352
0.9523,6982,1466.6520004200356
0.9523,6982,1429.985928803948
0.9523,6982,1379.0520844271764
0.9523,6982,1558.1833455843746
0.9523,6982,1240.1964717000944
0.9523,6982,1114.0233119815182
0.9523,6982,1440.3939934894463
0.9523,6982,1374.8994014491232
0.9523,6982,1266.9767930274072
0.9523,6982,1632.6194476530504
0.9523,6982,1115.7200462039273
0.9523,6982,1441.7515488816548
0.9523,6982,1606.5775490916728
0.9523,6982,1431.361650740313
0.9523,6982,1262.2769085372256
0.9523,6982,1483.6363540900977
0.9523,6982,1423.0111309461304
0.9523,6982,1441.976057964927
0.9523,6982,1296.127060800168
0.9523,6982,1431.587419930694
0.9523,6982,1262.305050929329
0.9523,6982,1538.1332563267877
0.9523,6982,1491.021211803003
0.9523,6982,1437.345584374672
0.9523,6982,1442.9427701354614
0.9523,6982,1198.6159823585003
0.9523,6982,1659.46644964822
0.9523,6982,1359.8306206027512
0.9523,6982,1440.7301270608
0.9523,6982,1208.68234799958
0.9523,6982,1658.8225349154677
0.9523,6982,1153.1003885330254
0.9523,6982,1585.4789457103852
0.9523,6982,1362.577444082747
0.9523,6982,1490.1902761734746
0.9523,6982,1328.019216633414
0.9523,6982,1475.0752913997687
0.9523,6982,1640.050089257587
0.9523,6982,1504.3508348209598
0.9523,6982,1421.9826735272495
0.9523,6982,1444.1273758269454
0.9523,6982,1397.241940564948
0.9523,6982,1486.927753859078
0.9523,6982,1474.0581749448702
0.9523,6982,1448.617032447758
0.9523,6982,1260.2009870839022
0.9523,6982,1311.7626798277854
0.9523,6982,1453.3648010080856
0.9523,6982,1410.4706500052505
0.9523,6982,1399.4849312191534
0.9523,6982,1236.3843326682768
0.9523,6982,1254.3745668381812
0.9523,6982,1316.8593930484092
0.9523,6982,1542.0827470334978
0.9523,6982,1410.1324162553817
0.9523,6982,1302.6678567678252
0.9523,6982,1458.9378347159509
0.9523,6982,1401.8184395673632
0.9523,6982,1490.9474955371206
0.9523,6982,1573.8979313241623
0.9523,6982,1518.0855822744934
0.9523,6982,1411.0993384437677
0.9523,6982,1338.8551926913788
0.9523,6982,1295.673527249816
0.9523,6982,1122.8785046728972
0.9523,6982,1514.4077496587208
0.9523,6982,1520.552136931639
0.9523,6982,1230.5834295915154
0.9523,6982,1330.221148797648
0.9523,6982,1421.6122020371731
0.9523,6982,1660.303685813294
0.9523,6982,1234.861178200147
0.9523,6982,1618.6096818229548
0.9523,6982,1517.905701984669
0.9523,6982,1400.0465189541112
0.9523,6982,1412.453848577129
0.9523,6982,1436.413000105009
0.9523,6982,1326.6906437047148
0.9523,6982,1494.679197731807
0.9523,6982,1617.9030767615247
0.9523,6982,1131.2752283944135
0.9523,6982,1648.4798907907173
0.9523,6982,1210.4791557282367
0.9523,6982,1594.4943820224717
0.9523,6982,1195.881549931744
0.9523,6982,1461.1220203717317
0.9523,6982,1643.135776541006
0.9523,6982,1363.4293814974274
0.9523,6982,1330.367216213378
0.9523,6982,1652.2142182085477
0.9523,6982,1413.0885225244144
0.9523,6982,1512.0767615247296
0.9523,6982,1508.9558962511812
0.9523,6982,1430.2903496797226
0.9523,6982,1528.2996954741152
0.9523,6982,1427.0219468654834
0.9523,6982,1289.210647905072
0.9523,6982,1484.9115824845112
0.9523,6982,1393.263152367951
0.9523,6982,1667.3578704189856
0.9523,6982,1650.3606006510554
0.9523,6982,1368.024782106479
0.9523,6982,1677.451748398614
0.9523,6982,1572.544261262207
0.9523,6982,1450.362910847422
0.9523,6982,1540.5516118870105
0.9523,6982,1142.918198046834
0.9523,6982,1453.288354510133
