pair_id,uid,species_name,ladder,family,nu_lab_cm,nu_scaled_cm,y_cm,res_zero,res_family_mean,res_ridge,res_hgb,pred_zero,pred_family_mean,pred_ridge,pred_hgb
639,296,2-azachrysene,,CC-stretch (6.2 um),1501.4,1502.0577,-0.658,-0.658,-0.9369797297297298,-1.629839975098531,-2.0630166166914927,0.0,0.279,0.972,1.405
640,296,2-azachrysene,,CC-stretch (6.2 um),1575.5,1571.521,3.979,3.979,3.7000202702702705,3.698089105458072,-1.286441805118316,0.0,0.279,0.281,5.265
641,296,2-azachrysene,,CH-ip-bend (8.6 um),1235.9,1243.6417,-7.742,-7.742,-8.646002754820936,-9.202015602427146,-8.897257491534992,0.0,0.904,1.46,1.155
642,296,2-azachrysene,,CH-ip-bend (8.6 um),1170.9,1170.4552,0.445,0.445,-0.4590027548209365,-1.3285170295035982,-0.7473465393206777,0.0,0.904,1.774,1.192
643,296,2-azachrysene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),750.6,756.6958,-6.096,-6.096,-7.021409756097561,-7.983923951212558,-2.235320432725392,0.0,0.925,1.888,-3.861
644,296,2-azachrysene,,CC-stretch/CH-ip (7.7 um),1305.5,1311.3091,-5.809,-5.809,-7.230487692307692,-7.938310085575202,-4.3851721226564155,0.0,1.421,2.129,-1.424
645,296,2-azachrysene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),822.7,822.1855,0.514,0.514,-0.4114097560975609,-1.3665187232856713,4.6078778252395916,0.0,0.925,1.881,-4.094
646,296,2-azachrysene,,CC-stretch (6.2 um),1481.9,1505.3576,-23.458,-23.458,-23.73697972972973,-25.11225920562929,-28.28287005656618,0.0,0.279,1.654,4.825
647,296,2-azachrysene,,CC-stretch/CH-ip (7.7 um),1312.7,1321.1645,-8.465,-8.465,-9.886487692307693,-10.92490238756875,-7.658044647095564,0.0,1.421,2.46,-0.807
648,282,tetracene,R2 tetracene,CH-stretch,3055.0,3052.5583,2.442,2.442,4.38042735042735,5.04097086982103,9.459579993173705,0.0,-1.938,-2.599,-7.018
649,282,tetracene,R2 tetracene,CH-oop (10.5-15 um; benzene nu11 at 673 included),742.9,745.6746,-2.775,-2.775,-3.628547385620915,-3.0048485496298984,-0.7244018788682429,0.0,0.854,0.23,-2.051
650,282,tetracene,R2 tetracene,CH-oop (10.5-15 um; benzene nu11 at 673 included),895.3,891.0712,4.229,4.229,3.375452614379085,5.140124268861845,5.139443732270909,0.0,0.854,-0.911,-0.91
651,282,tetracene,R2 tetracene,low / skeletal,551.6,551.4715,0.129,0.129,0.3018608695652174,1.3601679004587528,4.8786656839467,0.0,-0.173,-1.231,-4.75
652,282,tetracene,R2 tetracene,CH-oop (10.5-15 um; benzene nu11 at 673 included),953.6,942.6925,10.908,10.908,10.054452614379084,11.091918107106979,2.039751540796022,0.0,0.854,-0.184,8.868
653,282,tetracene,R2 tetracene,CC-stretch/CH-ip (7.7 um),1298.8,1283.4143,15.386,15.386,14.037876733436054,14.775282340506205,4.5087007907650225,0.0,1.348,0.611,10.877
654,282,tetracene,R2 tetracene,ring / CH-ip (9-10.5 um),997.1,1009.2097,-12.11,-12.11,-10.847774193548386,-8.099237180347272,-6.402021419968711,0.0,-1.262,-4.011,-5.708
655,282,tetracene,R2 tetracene,CH-ip-bend (8.6 um),1124.4,1121.1635,3.236,3.236,2.3685616438356165,3.1344798946470283,6.869954466328953,0.0,0.867,0.102,-3.634
656,282,tetracene,R2 tetracene,CC-stretch/CH-ip (7.7 um),1337.9,1342.2633,-4.363,-4.363,-5.711123266563945,-4.981559421595329,-3.3108321886778027,0.0,1.348,0.619,-1.052
657,282,tetracene,R2 tetracene,CC-stretch (6.2 um),1637.0,1640.7386,-3.739,-3.739,-3.9135637583892615,-2.985263564572299,3.0571152208393775,0.0,0.175,-0.754,-6.796
658,282,tetracene,R2 tetracene,CC-stretch/CH-ip (7.7 um),1292.3,1269.4115,22.889,22.889,21.540876733436054,22.09579653995819,24.25723473333175,0.0,1.348,0.793,-1.368
659,282,tetracene,R2 tetracene,CC-stretch/CH-ip (7.7 um),1388.7,1387.38,1.32,1.32,-0.028123266563944593,0.5796275705128333,6.845475060946179,0.0,1.348,0.74,-5.525
660,282,tetracene,R2 tetracene,CC-stretch/CH-ip (7.7 um),1465.2,1472.9645,-7.764,-7.764,-9.112123266563945,-8.356401325530824,-1.224492507202938,0.0,1.348,0.592,-6.54
661,282,tetracene,R2 tetracene,CC-stretch (6.2 um),1573.2,1550.3294,22.871,22.871,22.696436241610737,23.350334625686344,24.80051959062567,0.0,0.175,-0.479,-1.93
662,282,tetracene,R2 tetracene,low / skeletal,607.7,604.9634,2.737,2.737,2.9098608695652173,3.847803796912758,0.5346100627209944,0.0,-0.173,-1.111,2.202
663,282,tetracene,R2 tetracene,CC-stretch/CH-ip (7.7 um),1416.1,1402.7334,13.367,13.367,12.018876733436056,12.667028918687423,7.924045367054417,0.0,1.348,0.7,5.443
664,282,tetracene,R2 tetracene,CH-oop (10.5-15 um; benzene nu11 at 673 included),933.4,923.698,9.702,9.702,8.848452614379084,9.721776448785466,1.868709194769357,0.0,0.854,-0.02,7.833
665,282,tetracene,R2 tetracene,low / skeletal,627.7,631.4334,-3.733,-3.733,-3.560139130434783,-2.6269811848860565,-3.8713103368024706,0.0,-0.173,-1.106,0.138
666,282,tetracene,R2 tetracene,CH-oop (10.5-15 um; benzene nu11 at 673 included),766.7,747.5901,19.11,19.11,18.256452614379086,19.783785611333194,23.6727203650616,0.0,0.854,-0.674,-4.563
667,282,tetracene,R2 tetracene,CH-ip-bend (8.6 um),1199.3,1196.9284,2.372,2.372,1.5045616438356162,2.285103349455082,3.54284543694753,0.0,0.867,0.087,-1.171
668,291,chrysene,R2 chrysene,CH-stretch,3063.9,3060.8027,3.097,3.097,5.041025641025641,4.847962676366347,3.470476259734276,0.0,-1.944,-1.751,-0.373
669,291,chrysene,R2 chrysene,CH-oop (10.5-15 um; benzene nu11 at 673 included),761.0,762.382,-1.382,-1.382,-2.25117868852459,-2.115062205391307,-0.20102940845158224,0.0,0.869,0.733,-1.181
670,291,chrysene,R2 chrysene,CH-oop (10.5-15 um; benzene nu11 at 673 included),812.6,813.4014,-0.801,-0.801,-1.6701786885245902,-1.7303162217444124,-2.9206705206865027,0.0,0.869,0.929,2.12
671,291,chrysene,R2 chrysene,CC-stretch/CH-ip (7.7 um),1429.7,1424.9387,4.761,4.761,3.3773328220858896,2.6665749627444635,0.7229140452053153,0.0,1.384,2.094,4.038
672,291,chrysene,R2 chrysene,CC-stretch/CH-ip (7.7 um),1490.6,1489.7751,0.825,0.825,-0.5586671779141106,-1.162193491802099,5.254046690210925,0.0,1.384,1.987,-4.429
673,291,chrysene,R2 chrysene,CH-oop (10.5-15 um; benzene nu11 at 673 included),682.4,681.8371,0.563,0.563,-0.3061786885245902,-1.139386439313421,-1.589975189861822,0.0,0.869,1.702,2.153
674,291,chrysene,R2 chrysene,CC-stretch/CH-ip (7.7 um),1264.0,1255.97,8.03,8.03,6.646332822085888,5.8137755287322515,-1.7141962047939945,0.0,1.384,2.216,9.744
675,291,chrysene,R2 chrysene,CH-oop (10.5-15 um; benzene nu11 at 673 included),861.8,857.067,4.733,4.733,3.8638213114754096,3.235087365398753,2.0937032313866664,0.0,0.869,1.498,2.639
676,291,chrysene,R2 chrysene,ring / CH-ip (9-10.5 um),1035.8,1045.4645,-9.665,-9.665,-8.389629032258064,-7.0841100531925205,-2.0446147934886776,0.0,-1.275,-2.581,-7.62
677,291,chrysene,R2 chrysene,CC-stretch (6.2 um),1601.2,1603.4867,-2.287,-2.287,-2.539714765100671,-3.2468552741808754,0.572127500954791,0.0,0.253,0.96,-2.859
678,291,chrysene,R2 chrysene,low / skeletal,534.8,533.4507,1.349,1.349,1.5293304347826087,0.7160739884789916,-1.1980054084808944,0.0,-0.18,0.633,2.547
679,291,chrysene,R2 chrysene,CH-ip-bend (8.6 um),1235.9,1228.8249,7.075,7.075,6.244381868131868,5.4798221276620716,2.8407751676819215,0.0,0.831,1.595,4.234
680,291,chrysene,R2 chrysene,CH-ip-bend (8.6 um),1193.4,1188.9983,4.402,4.402,3.5713818681318683,2.7724063990089234,6.431419861973848,0.0,0.831,1.63,-2.029
681,291,chrysene,R2 chrysene,low / skeletal,552.9,556.5594,-3.659,-3.659,-3.478669565217391,-4.321008240555106,-6.103688094907459,0.0,-0.18,0.662,2.445
682,291,chrysene,R2 chrysene,CH-oop (10.5-15 um; benzene nu11 at 673 included),880.1,876.6214,3.479,3.479,2.60982131147541,1.9570239487679801,0.39636674117969894,0.0,0.869,1.522,3.083
683,291,chrysene,R2 chrysene,low / skeletal,578.9,575.7394,3.161,3.161,3.3413304347826087,2.7301499008187355,4.495306404900273,0.0,-0.18,0.431,-1.334
684,291,chrysene,R2 chrysene,CH-oop (10.5-15 um; benzene nu11 at 673 included),945.9,924.3428,21.557,21.557,20.687821311475407,20.10564193995821,11.461298200547082,0.0,0.869,1.451,10.096
685,291,chrysene,R2 chrysene,CH-oop (10.5-15 um; benzene nu11 at 673 included),852.7,847.5034,5.197,5.197,4.32782131147541,3.4892611579674666,6.575711735969658,0.0,0.869,1.708,-1.379
686,291,chrysene,R2 chrysene,CC-stretch (6.2 um),1523.2,1525.0702,-1.87,-1.87,-2.122714765100671,-2.965189958874472,-3.4654511404370454,0.0,0.253,1.095,1.595
687,291,chrysene,R2 chrysene,CH-ip-bend (8.6 um),1162.8,1154.3993,8.401,8.401,7.570381868131868,6.669995773277409,7.147782208509927,0.0,0.831,1.731,1.253
688,280,"1,2-benz[a]anthracene",,CH-stretch,3064.1,3066.0862,-1.986,-1.986,-0.08541880341880348,-0.11547876215965358,-3.9280280583023566,0.0,-1.901,-1.871,1.942
689,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),747.0,747.7924,-0.792,-0.792,-1.6492751235584844,-1.0286977363472667,1.900003920783002,0.0,0.857,0.237,-2.692
690,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),876.0,871.3003,4.7,4.7,3.842724876441516,3.6990272228136227,3.8975732446322997,0.0,0.857,1.001,0.802
691,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),804.9,808.4236,-3.524,-3.524,-4.381275123558485,-4.3318342344628284,-4.173121192651513,0.0,0.857,0.808,0.649
692,280,"1,2-benz[a]anthracene",,CC-stretch (6.2 um),1504.6,1503.6515,0.948,0.948,0.6069423728813559,0.48197648496392437,-2.4116503059466714,0.0,0.341,0.466,3.36
693,280,"1,2-benz[a]anthracene",,low / skeletal,467.8,472.3586,-4.559,-4.559,-4.427700440528635,-4.564598624606329,-2.9137882865267883,0.0,-0.131,0.006,-1.645
694,280,"1,2-benz[a]anthracene",,CC-stretch/CH-ip (7.7 um),1299.5,1290.1008,9.399,9.399,7.996350308641975,7.328374001167873,5.9418944369250895,0.0,1.403,2.071,3.457
695,280,"1,2-benz[a]anthracene",,CC-stretch/CH-ip (7.7 um),1276.3,1274.335,1.965,1.965,0.5623503086419754,-0.05401778271021329,3.865393652057004,0.0,1.403,2.019,-1.9
696,280,"1,2-benz[a]anthracene",,low / skeletal,539.0,543.7422,-4.742,-4.742,-4.6107004405286345,-4.754057530299324,-5.354405327906138,0.0,-0.131,0.012,0.612
697,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),782.5,782.5057,-0.006,-0.006,-0.8632751235584843,-1.0315005556090717,-0.1832890007472819,0.0,0.857,1.026,0.177
698,280,"1,2-benz[a]anthracene",,low / skeletal,576.4,575.3882,1.012,1.012,1.1432995594713657,1.1430551137233171,0.9507096153294257,0.0,-0.131,-0.131,0.061
699,280,"1,2-benz[a]anthracene",,CH-ip-bend (8.6 um),1240.2,1233.7833,6.417,6.417,5.59717679558011,5.686055279288868,3.742402489697003,0.0,0.82,0.731,2.675
700,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),685.3,686.6957,-1.396,-1.396,-2.2532751235584842,-2.745004611711799,-2.488347699534241,0.0,0.857,1.349,1.092
701,280,"1,2-benz[a]anthracene",,ring / CH-ip (9-10.5 um),1040.3,1051.1862,-10.886,-10.886,-9.675794594594594,-7.900068412613291,-1.910858222473367,0.0,-1.21,-2.986,-8.975
702,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),951.7,937.8925,13.808,13.808,12.950724876441516,12.988935505116176,4.747170362956858,0.0,0.857,0.819,9.061
703,280,"1,2-benz[a]anthracene",,low / skeletal,650.0,649.7054,0.295,0.295,0.42629955947136566,0.5399216930710126,0.4809127095916633,0.0,-0.131,-0.245,-0.186
704,280,"1,2-benz[a]anthracene",,CC-stretch/CH-ip (7.7 um),1459.0,1456.4399,2.56,2.56,1.1573503086419754,1.090011923398223,1.604421934924599,0.0,1.403,1.47,0.956
705,280,"1,2-benz[a]anthracene",,CC-stretch/CH-ip (7.7 um),1478.0,1484.0785,-6.079,-6.079,-7.481649691358024,-7.674031766939084,-4.627878203521675,0.0,1.403,1.595,-1.451
706,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),737.4,740.3993,-2.999,-2.999,-3.8562751235584845,-4.391449995149593,-0.7667622056012706,0.0,0.857,1.392,-2.232
707,280,"1,2-benz[a]anthracene",,low / skeletal,621.0,623.3445,-2.345,-2.345,-2.2137004405286347,-2.2445091581530585,-1.8382650402742446,0.0,-0.131,-0.1,-0.507
708,280,"1,2-benz[a]anthracene",,low / skeletal,565.2,565.6811,-0.481,-0.481,-0.34970044052863436,-0.5598624287253469,-2.7501715667130022,0.0,-0.131,0.079,2.269
709,280,"1,2-benz[a]anthracene",,ring / CH-ip (9-10.5 um),1010.3,1022.4097,-12.11,-12.11,-10.899794594594594,-9.239655718254763,-10.262955221753865,0.0,-1.21,-2.87,-1.847
710,280,"1,2-benz[a]anthracene",,CC-stretch/CH-ip (7.7 um),1340.9,1340.924,-0.024,-0.024,-1.4266496913580247,-1.7884628398952847,-2.9011913656690753,0.0,1.403,1.764,2.877
711,280,"1,2-benz[a]anthracene",,CH-ip-bend (8.6 um),1222.9,1212.81,10.09,10.09,9.27017679558011,8.993388630348223,4.8253149657974435,0.0,0.82,1.097,5.265
712,280,"1,2-benz[a]anthracene",,CH-ip-bend (8.6 um),1173.9,1172.7098,1.19,1.19,0.3701767955801104,0.08196709545516545,0.6225162873769082,0.0,0.82,1.108,0.567
713,280,"1,2-benz[a]anthracene",,CH-ip-bend (8.6 um),1155.4,1153.7272,1.673,1.673,0.8531767955801105,0.4628721992002345,-0.9373778160370847,0.0,0.82,1.21,2.61
714,280,"1,2-benz[a]anthracene",,CC-stretch/CH-ip (7.7 um),1359.1,1359.1234,-0.023,-0.023,-1.4256496913580246,-1.8487788226719482,0.16407486423612538,0.0,1.403,1.826,-0.187
715,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),943.9,924.0792,19.821,19.821,18.963724876441518,18.939864257067654,11.619592594308767,0.0,0.857,0.881,8.201
716,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),758.5,759.0124,-0.512,-0.512,-1.3692751235584844,-1.8357129588435983,2.157847363681727,0.0,0.857,1.324,-2.67
717,280,"1,2-benz[a]anthracene",,CC-stretch/CH-ip (7.7 um),1411.4,1412.3483,-0.948,-0.948,-2.350649691358025,-2.748164420386831,-1.8801253955615427,0.0,1.403,1.8,0.932
718,280,"1,2-benz[a]anthracene",,CH-ip-bend (8.6 um),1133.7,1127.6234,6.077,6.077,5.2571767955801105,4.839199126611744,8.28299358976593,0.0,0.82,1.238,-2.206
719,280,"1,2-benz[a]anthracene",,CC-stretch (6.2 um),1552.1,1554.9851,-2.885,-2.885,-3.226057627118644,-3.623840581854223,-4.9221091019011105,0.0,0.341,0.739,2.037
720,280,"1,2-benz[a]anthracene",,CC-stretch (6.2 um),1615.6,1614.9431,0.657,0.657,0.31594237288135596,-0.07907082094761009,1.4594519479630208,0.0,0.341,0.736,-0.802
721,280,"1,2-benz[a]anthracene",,CC-stretch (6.2 um),1607.8,1626.0229,-18.223,-18.223,-18.564057627118643,-18.92379046848593,-18.9171562520551,0.0,0.341,0.701,0.694
722,280,"1,2-benz[a]anthracene",,CC-stretch (6.2 um),1623.6,1633.5569,-9.957,-9.957,-10.298057627118645,-10.533375291562601,0.037432572389361596,0.0,0.341,0.576,-9.994
723,280,"1,2-benz[a]anthracene",,CH-oop (10.5-15 um; benzene nu11 at 673 included),908.4,894.3209,14.079,14.079,13.221724876441517,13.285592266782496,11.52026806531525,0.0,0.857,0.793,2.559
724,283,tetracene,,CC-stretch/CH-ip (7.7 um),1358.4,1359.8061,-1.406,-1.406,-2.77202,-0.8632584410444879,2.5729551483746453,0.0,1.366,-0.543,-3.979
725,283,tetracene,,CC-stretch/CH-ip (7.7 um),1478.3,1480.8005,-2.501,-2.501,-3.86702,-2.268493315027232,1.2289047684358163,0.0,1.366,-0.233,-3.73
726,283,tetracene,,CH-ip-bend (8.6 um),1178.5,1178.1334,0.367,0.367,-0.5248958904109589,0.9158343951449277,-1.1046700900363762,0.0,0.892,-0.549,1.472
727,283,tetracene,,CC-stretch/CH-ip (7.7 um),1409.6,1400.0509,9.549,9.549,8.182979999999999,9.617859656364782,11.749731249415106,0.0,1.366,-0.069,-2.201
728,283,tetracene,,CC-stretch/CH-ip (7.7 um),1402.1,1399.2253,2.875,2.875,1.50898,2.3079539127444675,-1.4444386533276319,0.0,1.366,0.567,4.319
729,283,tetracene,,CC-stretch (6.2 um),1543.3,1536.9374,6.363,6.363,6.176208053691275,6.870360449372699,4.341805497078643,0.0,0.187,-0.507,2.021
730,283,tetracene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),929.4,926.4804,2.92,2.92,2.0098944805194803,3.298503839367853,-3.0885557617663233,0.0,0.91,-0.379,6.009
731,283,tetracene,,CC-stretch (6.2 um),1604.7,1595.5747,9.125,9.125,8.938208053691275,9.980894742408887,9.305301015286478,0.0,0.187,-0.856,-0.18
732,283,tetracene,,CC-stretch/CH-ip (7.7 um),1302.9,1283.5626,19.337,19.337,17.97098,18.7779469877125,11.176527247088943,0.0,1.366,0.559,8.16
733,283,tetracene,,CH-ip-bend (8.6 um),1155.8,1159.486,-3.686,-3.686,-4.577895890410959,-3.7222853194070473,-4.683215943619719,0.0,0.892,0.036,0.997
734,292,chrysene,,CC-stretch/CH-ip (7.7 um),1315.7,1342.0749,-26.375,-26.375,-27.76754923076923,-27.645445210555813,-25.745734862797345,0.0,1.393,1.27,-0.629
735,292,chrysene,,CH-ip-bend (8.6 um),1229.6,1220.9307,8.669,8.669,7.667154269972452,7.715829193051992,7.848945438953781,0.0,1.002,0.953,0.82
736,292,chrysene,,CH-ip-bend (8.6 um),1137.2,1137.4346,-0.235,-0.235,-1.236845730027548,-1.7383127814904458,-5.2667690874903705,0.0,1.002,1.503,5.032
737,292,chrysene,,CC-stretch (6.2 um),1560.3,1553.1076,7.192,7.192,6.989043918918919,7.061157597238311,9.9637598064529,0.0,0.203,0.131,-2.772
738,292,chrysene,,CC-stretch/CH-ip (7.7 um),1433.1,1429.1672,3.933,3.933,2.5404507692307687,1.8679629119091747,0.4421090008154205,0.0,1.393,2.065,3.491
739,292,chrysene,,CC-stretch (6.2 um),1499.1,1500.753,-1.653,-1.653,-1.8559560810810811,-2.4051762303367266,-6.851712619728742,0.0,0.203,0.752,5.199
740,292,chrysene,,CC-stretch/CH-ip (7.7 um),1447.6,1443.0782,4.522,4.522,3.129450769230769,2.6466487988780343,-1.6213428905003262,0.0,1.393,1.875,6.143
741,292,chrysene,,CC-stretch (6.2 um),1579.1,1575.9719,3.128,3.128,2.925043918918919,2.5175113309532673,1.3015761951715579,0.0,0.203,0.61,1.826
742,292,chrysene,,CC-stretch/CH-ip (7.7 um),1304.1,1289.2285,14.871,14.871,13.47845076923077,12.483109061350513,10.844395395333976,0.0,1.393,2.388,4.027
743,292,chrysene,,CC-stretch (6.2 um),1515.9,1513.4902,2.41,2.41,2.207043918918919,1.916463904741247,3.555866088840758,0.0,0.203,0.494,-1.146
744,292,chrysene,,CH-ip-bend (8.6 um),1216.6,1244.8631,-28.263,-28.263,-29.26484573002755,-29.8685941604433,-31.880981077363543,0.0,1.002,1.606,3.618
745,292,chrysene,,ring / CH-ip (9-10.5 um),1047.2,1053.0769,-5.877,-5.877,-4.491313513513513,-3.2593892164062113,-0.390581413760156,0.0,-1.386,-2.618,-5.486
746,292,chrysene,,CC-stretch/CH-ip (7.7 um),1272.4,1258.7409,13.659,13.659,12.26645076923077,11.386692644809196,6.35514152132816,0.0,1.393,2.272,7.304
747,292,chrysene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),834.0,834.5059,-0.506,-0.506,-1.420470684039088,-1.9828707831124863,-1.0596747416462948,0.0,0.914,1.477,0.554
748,292,chrysene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),879.8,877.8097,1.99,1.99,1.075529315960912,0.31359538017985167,-0.6411814534848641,0.0,0.914,1.676,2.631
749,292,chrysene,,ring / CH-ip (9-10.5 um),1096.3,1080.9552,15.345,15.345,16.730686486486487,9.320733657192234,11.629878595843332,0.0,-1.386,6.024,3.715
750,292,chrysene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),676.0,675.4237,0.576,0.576,-0.338470684039088,-1.3644597807164045,1.6892402156555977,0.0,0.914,1.94,-1.113
751,292,chrysene,,CH-ip-bend (8.6 um),1146.5,1168.1177,-21.618,-21.618,-22.619845730027546,-23.354473467271642,-23.016027272719704,0.0,1.002,1.736,1.398
752,281,benzaanthracene,,CC-stretch/CH-ip (7.7 um),1332.5,1342.3624,-9.862,-9.862,-11.27476,-10.209590106418865,-4.9388141449046685,0.0,1.413,0.348,-4.923
753,281,benzaanthracene,,CC-stretch/CH-ip (7.7 um),1391.7,1380.8986,10.801,10.801,9.38824,9.851198599223151,12.04131413623494,0.0,1.413,0.95,-1.24
754,281,benzaanthracene,,CH-ip-bend (8.6 um),1225.7,1225.5036,0.196,0.196,-0.6817685950413224,0.10827144962823199,-2.4501296323714516,0.0,0.878,0.088,2.646
755,281,benzaanthracene,,CC-stretch (6.2 um),1540.1,1536.2894,3.811,3.811,3.667791245791246,4.167178282242176,4.035711830402476,0.0,0.143,-0.356,-0.225
756,281,benzaanthracene,,CC-stretch (6.2 um),1577.5,1572.3175,5.182,5.182,5.038791245791246,5.3937370164572505,0.01362897436354249,0.0,0.143,-0.212,5.168
757,281,benzaanthracene,,CC-stretch/CH-ip (7.7 um),1375.9,1363.5843,12.316,12.316,10.90324,11.043628425374923,14.731446106442629,0.0,1.413,1.272,-2.415
758,281,benzaanthracene,,CC-stretch (6.2 um),1528.0,1508.3741,19.626,19.626,19.482791245791248,19.60573160036385,22.717942876018878,0.0,0.143,0.02,-3.092
759,281,benzaanthracene,,CC-stretch/CH-ip (7.7 um),1405.8,1421.5189,-15.719,-15.719,-17.13176,-17.113654238269284,-15.358798573357026,0.0,1.413,1.395,-0.36
760,281,benzaanthracene,,ring / CH-ip (9-10.5 um),1102.3,1093.8425,8.457,8.457,9.829801075268819,3.334722233502479,6.29735123223897,0.0,-1.373,5.122,2.16
761,281,benzaanthracene,,CC-stretch/CH-ip (7.7 um),1477.0,1477.0632,-0.063,-0.063,-1.47576,-0.8258160739819467,0.6480360038378066,0.0,1.413,0.763,-0.711
762,281,benzaanthracene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),911.2,903.4528,7.747,7.747,6.844730519480519,7.299484257898735,6.901520601117332,0.0,0.902,0.448,0.845
763,281,benzaanthracene,,CH-ip-bend (8.6 um),1182.2,1182.8338,-0.634,-0.634,-1.5117685950413224,-1.246267020408859,0.23828384961410565,0.0,0.878,0.612,-0.872
764,281,benzaanthracene,,CH-ip-bend (8.6 um),1231.0,1231.722,-0.722,-0.722,-1.5997685950413223,-1.1242293776658192,-0.060111461652482046,0.0,0.878,0.402,-0.662
765,281,benzaanthracene,,CH-ip-bend (8.6 um),1209.3,1204.547,4.753,4.753,3.8752314049586776,3.8916540991860424,10.527948670581214,0.0,0.878,0.861,-5.775
766,393,benzo[k]fluoranthene,,CH-stretch,3069.3,3073.7847,-4.485,-4.485,-2.605777777777778,-1.1275172107789335,-3.1542096140658464,0.0,-1.879,-3.357,-1.331
767,393,benzo[k]fluoranthene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),743.6,747.8092,-4.209,-4.209,-5.1194877250409165,-3.9889321111703593,-3.276134222968216,0.0,0.91,-0.22,-0.933
768,393,benzo[k]fluoranthene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),823.7,828.0353,-4.335,-4.335,-5.245487725040917,-3.7805444235887133,-3.5904465574291815,0.0,0.91,-0.554,-0.745
769,393,benzo[k]fluoranthene,,CC-stretch/CH-ip (7.7 um),1451.4,1446.3325,5.068,5.068,3.6119228395061724,5.095626782798298,2.062050729935386,0.0,1.456,-0.028,3.006
770,393,benzo[k]fluoranthene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),773.6,775.806,-2.206,-2.206,-3.1164877250409164,-2.131126921883614,-1.880432953632612,0.0,0.91,-0.075,-0.326
771,393,benzo[k]fluoranthene,,CH-oop (10.5-15 um; benzene nu11 at 673 included),883.5,875.2559,8.244,8.244,7.333512274959083,8.38014286618414,10.255046320912282,0.0,0.91,-0.136,-2.011
772,393,benzo[k]fluoranthene,,CC-stretch/CH-ip (7.7 um),1489.7,1490.1413,-0.441,-0.441,-1.8970771604938272,-1.1952976250469252,-2.145419151163566,0.0,1.456,0.754,1.704
773,393,benzo[k]fluoranthene,,CC-stretch/CH-ip (7.7 um),1429.9,1426.3624,3.538,3.538,2.0819228395061726,2.850947091732672,-0.344306866617091,0.0,1.456,0.687,3.882
774,393,benzo[k]fluoranthene,,CC-stretch/CH-ip (7.7 um),1249.0,1252.1376,-3.138,-3.138,-4.594077160493827,-4.337815683260626,-9.829842234992507,0.0,1.456,1.2,6.692
775,393,benzo[k]fluoranthene,,ring / CH-ip (9-10.5 um),1099.8,1087.788,12.012,12.012,13.385497267759563,7.167984945220027,6.0311520231753475,0.0,-1.373,4.844,5.981
776,393,benzo[k]fluoranthene,,CC-stretch (6.2 um),1614.7,1616.5293,-1.829,-1.829,-2.138804713804714,-1.8376107737876073,1.9300879465610288,0.0,0.31,0.009,-3.759
777,393,benzo[k]fluoranthene,,CC-stretch (6.2 um),1505.8,1508.1412,-2.341,-2.341,-2.650804713804714,-2.3641903432873903,-1.7589481625425023,0.0,0.31,0.023,-0.582
778,393,benzo[k]fluoranthene,,low / skeletal,601.3,602.4107,-1.111,-1.111,-0.9473086956521739,-0.22390699971769368,-0.05922816839839529,0.0,-0.164,-0.887,-1.052
779,393,benzo[k]fluoranthene,,CC-stretch/CH-ip (7.7 um),1336.5,1340.0702,-3.57,-3.57,-5.026077160493827,-4.937754203294203,-2.6553228917441523,0.0,1.456,1.368,-0.915
780,393,benzo[k]fluoranthene,,low / skeletal,554.3,550.8241,3.476,3.476,3.639691304347826,4.293858364193639,5.933552394321081,0.0,-0.164,-0.818,-2.458
781,393,benzo[k]fluoranthene,,CH-ip-bend (8.6 um),1206.6,1206.0418,0.558,0.558,-0.384565934065934,0.11173252085937935,-0.6460871134032717,0.0,0.943,0.446,1.204
782,393,benzo[k]fluoranthene,,ring / CH-ip (9-10.5 um),1022.7,1032.1593,-9.459,-9.459,-8.085502732240437,-5.701623717302034,-2.900038222243941,0.0,-1.373,-3.757,-6.559
